"cDst","tDst","dX","dY","grp","grnd","vege","watr","stnX","indx","type"
6900,39.9929102046136,556631.797464551,6810442.5924102,"STN06900",176.9,NA,NA,"STN06900",NA,"RB01"
6925,11.2317710543868,556606.654158855,6810413.95377105,"STN06925",172.7,NA,NA,"STN06925",NA,"LB01"
6925,18.2190458198305,556606.689095229,6810420.94104582,"STN06925",172.7,NA,NA,"STN06925",NA,"RB01"
6950,-56.1599609375003,556581.317200195,6810346.68403906,"STN06950",176.7,NA,NA,"STN06950",NA,"LB01"
6950,96.7370382267916,556582.081685191,6810499.58103823,"STN06950",176.7,NA,NA,"STN06950",NA,"RB01"
6975,-55.2413638276976,556580.151631893,6810347.58420391,"STN06975",176.7,NA,NA,"STN06975",NA,"LB01"
6975,39.2665639219141,556543.29354007,6810434.62600537,"STN06975",176.7,NA,NA,"STN06975",NA,"RB01"
7000,-71.7142109851786,556593.381015606,6810336.9870497,"STN07000",177.1,NA,NA,"STN07000",NA,"LB01"
7000,43.081679389313,556507.628485496,6810413.32631679,"STN07000",177.1,NA,NA,"STN07000",NA,"RB01"
7025,-53.670228431188,556583.408036832,6810357.17342373,"STN07025",176.6,NA,NA,"STN07025",NA,"LB01"
7025,45.9727957815193,556484.462513789,6810368.63237152,"STN07025",176.6,NA,NA,"STN07025",NA,"RB01"
7050,-31.5596556309933,556560.222155631,6810338.69720172,"STN07050",176.4,NA,NA,"STN07050",NA,"LB01"
7050,47.6968374329574,556480.965662567,6810339.09348419,"STN07050",176.4,NA,NA,"STN07050",NA,"RB01"
7075,-47.0454431960051,556575.586443196,6810313.62027278,"STN07075",177.4,NA,NA,"STN07075",NA,"LB01"
7075,49.9406091370561,556478.600390863,6810314.10520305,"STN07075",177.4,NA,NA,"STN07075",NA,"RB01"
7100,-29.0692514395395,556557.48825144,6810288.71065374,"STN07100",177.3,NA,NA,"STN07100",NA,"LB01"
7100,54.4515447341221,556473.967455266,6810289.12825772,"STN07100",177.3,NA,NA,"STN07100",NA,"RB01"
7125,-23.8588252190148,556552.155825219,6810263.73670587,"STN07125",177,NA,NA,"STN07125",NA,"LB01"
7125,58.2658312549425,556470.031168745,6810264.14732916,"STN07125",177,NA,NA,"STN07125",NA,"RB01"
7150,-17.43994140625,556549.522053711,6810252.36268408,"STN07150",177,NA,NA,"STN07150",NA,"LB01"
7150,41.279280765424,556503.133868195,6810216.36780089,"STN07150",177,NA,NA,"STN07150",NA,"RB01"
7175,-46.504654346338,556586.532509377,6810253.12005791,"STN07175",177.1,NA,NA,"STN07175",NA,"LB01"
7175,41.0057012068248,556520.54970129,6810195.62575431,"STN07175",177.1,NA,NA,"STN07175",NA,"RB01"
7200,-2.0460498587284,556569.440721593,6810205.06725476,"STN07200",174,NA,NA,"STN07200",NA,"LB01"
7200,26.2940519656668,556548.072284818,6810186.44780786,"STN07200",174,NA,NA,"STN07200",NA,"RB01"
7225,-33.8995828914811,556597.350473199,6810223.1218025,"STN07225",176.1,NA,NA,"STN07225",NA,"LB01"
7225,23.0226888804684,556580.04610258,6810168.8748775,"STN07225",176.1,NA,NA,"STN07225",NA,"RB01"
7250,-36.8969002918021,556610.661484501,6810224.16590029,"STN07250",176.2,NA,NA,"STN07250",NA,"LB01"
7250,27.9483801104537,556610.337258099,6810159.32061989,"STN07250",176.2,NA,NA,"STN07250",NA,"RB01"
7275,-31.2974219336012,556635.63298711,6810218.44442193,"STN07275",174.2,NA,NA,"STN07275",NA,"LB01"
7275,-19.8290781991756,556635.575645391,6810206.9760782,"STN07275",174.2,NA,NA,"STN07275",NA,"RB01"
7300,-83.1941236761186,556660.891970618,6810270.21912368,"STN07300",177.2,NA,NA,"STN07300",NA,"LB01"
7300,36.4897608370701,556660.293551196,6810150.53523916,"STN07300",177.2,NA,NA,"STN07300",NA,"RB01"
7325,-21.8153665579004,556685.585076833,6810208.71786656,"STN07325",176.9,NA,NA,"STN07325",NA,"LB01"
7325,27.6733659209845,556685.33763317,6810159.22913408,"STN07325",176.9,NA,NA,"STN07325",NA,"RB01"
7350,-39.7538309859156,556710.674769155,6810226.53383099,"STN07350",177.2,NA,NA,"STN07350",NA,"LB01"
7350,33.6923048030425,556710.307538476,6810153.0876952,"STN07350",177.2,NA,NA,"STN07350",NA,"RB01"
7375,-21.0742211410187,556737.172441662,6810206.38627581,"STN07375",176.9,NA,NA,"STN07375",NA,"LB01"
7375,39.4285589710052,556730.69864419,6810146.24651238,"STN07375",176.9,NA,NA,"STN07375",NA,"RB01"
7400,-30.9720403709765,556778.42641844,6810195.08513052,"STN07400",177,NA,NA,"STN07400",NA,"LB01"
7400,39.3827296930728,556725.378921811,6810148.86204659,"STN07400",177,NA,NA,"STN07400",NA,"RB01"
7425,-35.9199462890624,556798.586639502,6810179.49240471,"STN07425",176.2,NA,NA,"STN07425",NA,"LB01"
7425,27.0613564251718,556751.098737255,6810138.11368883,"STN07425",176.2,NA,NA,"STN07425",NA,"RB01"
7450,-35.4709547857417,556814.677599908,6810160.35391729,"STN07450",177,NA,NA,"STN07450",NA,"LB01"
7450,29.7916143610344,556765.469622772,6810117.47640936,"STN07450",177,NA,NA,"STN07450",NA,"RB01"
7475,-20.5213335261788,556817.748226859,6810117.60159069,"STN07475",177,NA,NA,"STN07475",NA,"LB01"
7475,29.5714172479391,556767.905939838,6810112.69250111,"STN07475",177,NA,NA,"STN07475",NA,"RB01"
7500,-19.4603149998616,556817.910815,6810090.95569842,"STN07500",176.8,NA,NA,"STN07500",NA,"LB01"
7500,27.247709709934,556771.20279029,6810091.18923855,"STN07500",176.8,NA,NA,"STN07500",NA,"RB01"
7525,-19.3105851413544,556817.638085141,6810065.95694707,"STN07525",176.7,NA,NA,"STN07525",NA,"LB01"
7525,34.412739933394,556763.914760067,6810066.2255637,"STN07525",176.7,NA,NA,"STN07525",NA,"RB01"
7550,-16.8926578219153,556813.704801875,6810039.65652232,"STN07550",176.7,NA,NA,"STN07550",NA,"LB01"
7550,37.5475233388247,556759.591261801,6810045.75382261,"STN07550",176.7,NA,NA,"STN07550",NA,"RB01"
7575,-19.4418594748049,556801.777569028,6810007.27366345,"STN07575",176.8,NA,NA,"STN07575",NA,"LB01"
7575,38.1741345005975,556758.738421528,6810045.58829944,"STN07575",176.8,NA,NA,"STN07575",NA,"RB01"
7625,-39.664998159735,556783.658253625,6809956.46177622,"STN07625",176.2,NA,NA,"STN07625",NA,"LB01"
7625,13.9530212400157,556743.605593134,6809992.11775912,"STN07625",176.2,NA,NA,"STN07625",NA,"RB01"
7650,-41.4930450409656,556737.558860144,6809931.06742714,"STN07650",176,NA,NA,"STN07650",NA,"LB01"
7650,13.6706640169944,556732.48379891,6809986.01048136,"STN07650",176,NA,NA,"STN07650",NA,"RB01"
7675,-38.0827025336252,556736.460854489,6809934.23807473,"STN07675",174.4,NA,NA,"STN07675",NA,"LB01"
7675,-4.911431307282,556715.66246743,6809960.07849501,"STN07675",174.4,NA,NA,"STN07675",NA,"RB01"
7700,-22.912685790917,556712.214276286,6809931.94006395,"STN07700",175,NA,NA,"STN07700",NA,"LB01"
7700,11.0332372939956,556686.856671741,6809954.5141028,"STN07700",175,NA,NA,"STN07700",NA,"RB01"
7725,-39.3749165474484,556707.898562661,6809902.3106805,"STN07725",176.7,NA,NA,"STN07725",NA,"LB01"
7725,66.2000610314311,556629.03405441,6809972.51804059,"STN07725",176.7,NA,NA,"STN07725",NA,"RB01"
7750,-39.4883747338537,556703.092107126,6809894.37556884,"STN07750",176.7,NA,NA,"STN07750",NA,"LB01"
7750,27.5263732733696,556640.299288243,6809917.83073065,"STN07750",176.7,NA,NA,"STN07750",NA,"RB01"
7775,-78.0909696213073,556740.033969621,6809884.34904515,"STN07775",177.1,NA,NA,"STN07775",NA,"LB01"
7775,25.9347541255496,556636.008245874,6809884.86917377,"STN07775",177.1,NA,NA,"STN07775",NA,"RB01"
7800,-66.146510067114,556728.378010067,6809861.74460228,"STN07800",176.6,NA,NA,"STN07800",NA,"LB01"
7800,11.9527483750045,556650.278751625,6809859.55782305,"STN07800",176.6,NA,NA,"STN07800",NA,"RB01"
7825,-43.5604802468307,556703.640102106,6809866.74273552,"STN07825",176.6,NA,NA,"STN07825",NA,"LB01"
7825,-0.431814674492607,556671.121088265,6809838.40720224,"STN07825",176.6,NA,NA,"STN07825",NA,"RB01"
7850,-55.8788162762021,556729.357127472,6809855.99238229,"STN07850",176.7,NA,NA,"STN07850",NA,"LB01"
7850,3.74233947972331,556684.402776032,6809816.82128296,"STN07850",176.7,NA,NA,"STN07850",NA,"RB01"
7875,-74.8750679445003,556760.10930123,6809849.62891964,"STN07875",176.8,NA,NA,"STN07875",NA,"LB01"
7875,12.7140614780907,556694.067097645,6809792.08286161,"STN07875",176.8,NA,NA,"STN07875",NA,"RB01"
7900,-47.0624642380317,556755.567598036,6809812.512539,"STN07900",176,NA,NA,"STN07900",NA,"LB01"
7900,5.43266876530255,556715.986267751,6809778.02323662,"STN07900",176,NA,NA,"STN07900",NA,"RB01"
7925,-69.6249463596052,556789.008709555,6809808.49258976,"STN07925",177,NA,NA,"STN07925",NA,"LB01"
7925,7.61640658648908,556730.768729434,6809757.74502087,"STN07925",177,NA,NA,"STN07925",NA,"RB01"
7950,-64.7164146474768,556801.736676644,6809786.42368442,"STN07950",176.9,NA,NA,"STN07950",NA,"LB01"
7950,13.7288640595904,556742.588936499,6809734.88513631,"STN07950",176.9,NA,NA,"STN07950",NA,"RB01"
7975,-33.9801612805432,556794.990541606,6809747.38596596,"STN07975",173.8,NA,NA,"STN07975",NA,"LB01"
7975,-10.7036004691943,556777.440014754,6809732.09326551,"STN07975",173.8,NA,NA,"STN07975",NA,"RB01"
8000,-51.8873095355784,556824.92153139,6809740.30696237,"STN08000",176.7,NA,NA,"STN08000",NA,"LB01"
8000,-7.75006675567452,556791.642050334,6809711.30879386,"STN08000",176.7,NA,NA,"STN08000",NA,"RB01"
8025,-50.32790034519,556840.17473686,6809720.43893053,"STN08025",176.4,NA,NA,"STN08025",NA,"LB01"
8025,-8.05686640343644,556808.302377268,6809692.66686123,"STN08025",176.4,NA,NA,"STN08025",NA,"RB01"
8050,-38.5624719851224,556849.325976467,6809688.78985982,"STN08050",176.8,NA,NA,"STN08050",NA,"LB01"
8050,23.9999357532929,556796.773553967,6809654.88103482,"STN08050",176.8,NA,NA,"STN08050",NA,"RB01"
8075,-57.7142530176291,556881.078253018,6809645.03742873,"STN08075",175.7,NA,NA,"STN08075",NA,"LB01"
8075,14.0328564282143,556809.331143572,6809645.39616428,"STN08075",175.7,NA,NA,"STN08075",NA,"RB01"
8100,-65.8570463215261,556889.098546322,6809619.99721477,"STN08100",176.2,NA,NA,"STN08100",NA,"LB01"
8100,35.0714186455226,556788.170081354,6809620.50185709,"STN08100",176.2,NA,NA,"STN08100",NA,"RB01"
8125,-50.3749761586878,556873.493976159,6809595.07512512,"STN08125",176.5,NA,NA,"STN08125",NA,"LB01"
8125,64.7340836552999,556758.384916345,6809595.65067042,"STN08125",176.5,NA,NA,"STN08125",NA,"RB01"
8150,39.6604134277654,556781.865315512,6809586.54903214,"STN08150",171.8,NA,NA,"STN08150",NA,"LB01"
8150,40.3395865722346,556781.233684488,6809586.79896786,"STN08150",171.8,NA,NA,"STN08150",NA,"RB01"
8175,27.886266370651,556785.303959021,6809570.25648087,"STN08175",173.4,NA,NA,"STN08175",NA,"LB01"
8175,56.4895965780916,556763.937271356,6809589.24909213,"STN08175",173.4,NA,NA,"STN08175",NA,"RB01"
8200,17.1052361066497,556784.263213042,6809558.32081516,"STN08200",174.3,NA,NA,"STN08200",NA,"LB01"
8200,62.7891360856269,556780.014610344,6809603.82197954,"STN08200",174.3,NA,NA,"STN08200",NA,"RB01"
8225,-9.83425392008089,556770.851742954,6809525.12278194,"STN08225",176.7,NA,NA,"STN08225",NA,"LB01"
8225,41.7785915778449,556738.542101672,6809565.38080143,"STN08225",176.7,NA,NA,"STN08225",NA,"RB01"
8250,-11.9075077617837,556758.117396303,6809508.64701547,"STN08250",176.7,NA,NA,"STN08250",NA,"LB01"
8250,33.9023743952362,556720.919771991,6809535.39998665,"STN08250",176.7,NA,NA,"STN08250",NA,"RB01"
8275,-15.1428384565078,556756.466338457,6809493.20828581,"STN08275",176.9,NA,NA,"STN08275",NA,"LB01"
8275,39.0000244140625,556702.323475586,6809493.47900012,"STN08275",176.9,NA,NA,"STN08275",NA,"RB01"
8300,-25.2726314329314,556753.381697781,6809455.44415062,"STN08300",176.7,NA,NA,"STN08300",NA,"LB01"
8300,38.8244190516128,556703.257804302,6809495.37661307,"STN08300",176.7,NA,NA,"STN08300",NA,"RB01"
8325,-39.3331637843337,556753.877687182,6809431.46791913,"STN08325",176,NA,NA,"STN08325",NA,"LB01"
8325,21.4267720208765,556701.502622518,6809462.21244664,"STN08325",176,NA,NA,"STN08325",NA,"RB01"
8350,-37.0697608402526,556751.37926084,6809429.79688354,"STN08350",176,NA,NA,"STN08350",NA,"LB01"
8350,10.4000116257103,556703.909488374,6809428.51519969,"STN08350",176,NA,NA,"STN08350",NA,"RB01"
8375,-36.7429468177857,556750.567681901,6809431.16311606,"STN08375",175.9,NA,NA,"STN08375",NA,"LB01"
8375,9.85227930849128,556715.434881401,6809400.55005249,"STN08375",175.9,NA,NA,"STN08375",NA,"RB01"
8400,-32.2630120481926,556763.618811084,6809409.37579892,"STN08400",175.6,NA,NA,"STN08400",NA,"LB01"
8400,6.01284570846354,556734.758814336,6809384.22856037,"STN08400",175.6,NA,NA,"STN08400",NA,"RB01"
8425,-31.8054564346148,556779.702314152,6809390.23118488,"STN08425",175.9,NA,NA,"STN08425",NA,"LB01"
8425,3.18703186477828,556753.317977974,6809367.24112006,"STN08425",175.9,NA,NA,"STN08425",NA,"RB01"
8450,-37.35986328125,556782.576733887,6809394.36738574,"STN08450",176.5,NA,NA,"STN08450",NA,"LB01"
8450,19.8832160147317,556771.643305741,6809338.15468187,"STN08450",176.5,NA,NA,"STN08450",NA,"RB01"
8475,-54.6779639975172,556827.134659839,6809394.31003215,"STN08475",175.9,NA,NA,"STN08475",NA,"LB01"
8475,28.9910040690641,556780.280037721,6809324.94845763,"STN08475",175.9,NA,NA,"STN08475",NA,"RB01"
8500,-15.0000224391338,556825.529017346,6809342.48501425,"STN08500",174.6,NA,NA,"STN08500",NA,"LB01"
8500,26.8750019507374,556793.159623492,6809315.89437376,"STN08500",174.6,NA,NA,"STN08500",NA,"RB01"
8525,-64.424948500801,556886.148948501,6809310.58087526,"STN08525",176.6,NA,NA,"STN08525",NA,"LB01"
8525,41.0398437499998,556780.68415625,6809311.10819922,"STN08525",176.6,NA,NA,"STN08525",NA,"RB01"
8550,-46.5698211624442,556867.074091207,6809314.25125074,"STN08550",176.4,NA,NA,"STN08550",NA,"LB01"
8550,39.3823616534268,556795.561875104,6809266.54778928,"STN08550",176.4,NA,NA,"STN08550",NA,"RB01"
8575,-49.5246474901304,556882.686358827,6809296.33587654,"STN08575",176.2,NA,NA,"STN08575",NA,"LB01"
8575,36.4573371697626,556811.665239498,6809247.92801917,"STN08575",176.2,NA,NA,"STN08575",NA,"RB01"
8600,-31.7153938475144,556880.218893848,6809245.84192303,"STN08600",176.3,NA,NA,"STN08600",NA,"LB01"
8600,42.6251382796112,556805.87836172,6809246.21362569,"STN08600",176.3,NA,NA,"STN08600",NA,"RB01"
8625,-25.5360862041844,556873.916586204,6809220.87331957,"STN08625",176.2,NA,NA,"STN08625",NA,"LB01"
8625,39.4999427808505,556808.880557219,6809221.19849971,"STN08625",176.2,NA,NA,"STN08625",NA,"RB01"
8650,-22.9772498699498,556862.297798387,6809186.75687507,"STN08650",175.8,NA,NA,"STN08650",NA,"LB01"
8650,34.5453940066597,556812.48318879,6809215.518197,"STN08650",175.8,NA,NA,"STN08650",NA,"RB01"
8675,-29.8315925209547,556851.962478981,6809159.6922599,"STN08675",176.4,NA,NA,"STN08675",NA,"LB01"
8675,60.3469733656175,556781.803554722,6809216.32439927,"STN08675",176.4,NA,NA,"STN08675",NA,"RB01"
8700,-14.8415070444832,556835.807507045,6809156.28929246,"STN08700",174.9,NA,NA,"STN08700",NA,"LB01"
8700,59.7037155774764,556761.262284423,6809156.66201858,"STN08700",174.9,NA,NA,"STN08700",NA,"RB01"
8725,-12.5,556824.1235,6809126.79,"STN08725",176,NA,NA,"STN08725",NA,"LB01"
8725,51.9368525032525,556771.543028357,6809164.03450075,"STN08725",176,NA,NA,"STN08725",NA,"RB01"
8750,9.19993341656288,556791.763649738,6809120.93375579,"STN08750",175.9,NA,NA,"STN08750",NA,"LB01"
8750,85.5858407079642,556734.703376991,6809171.65399823,"STN08750",175.9,NA,NA,"STN08750",NA,"RB01"
8775,-43.2669620083235,556814.34392062,6809067.37047026,"STN08775",176.8,NA,NA,"STN08775",NA,"LB01"
8775,85.4579508021391,556718.186410751,6809152.97253728,"STN08775",176.8,NA,NA,"STN08775",NA,"RB01"
8800,17.0511192783161,556752.673813899,6809088.7824432,"STN08800",175.5,NA,NA,"STN08800",NA,"LB01"
8800,72.047771309885,556711.591314832,6809125.30022015,"STN08800",175.5,NA,NA,"STN08800",NA,"RB01"
8825,16.2022139424375,556736.695946185,6809069.53627006,"STN08825",175.6,NA,NA,"STN08825",NA,"LB01"
8825,63.8923706430556,556701.07139913,6809101.20253411,"STN08825",175.6,NA,NA,"STN08825",NA,"RB01"
8850,6.05089689232632,556727.98304798,6809054.7727951,"STN08850",175.4,NA,NA,"STN08850",NA,"LB01"
8850,88.475407129456,556723.202426386,6809137.03245632,"STN08850",175.4,NA,NA,"STN08850",NA,"RB01"
8875,-41.0937529804481,556734.051314449,6809009.17562275,"STN08875",176.7,NA,NA,"STN08875",NA,"LB01"
8875,35.1667267139979,556684.176960729,6809066.8285454,"STN08875",176.7,NA,NA,"STN08875",NA,"RB01"
8900,-40.0432289602327,556719.783292033,6808996.52379597,"STN08900",176.2,NA,NA,"STN08900",NA,"LB01"
8900,16.8695428518939,556677.26945149,6809034.31387645,"STN08900",176.2,NA,NA,"STN08900",NA,"RB01"
8925,-38.3199462890625,556701.883999878,6808978.98555566,"STN08925",176.5,NA,NA,"STN08925",NA,"LB01"
8925,20.1682211003679,556658.193338838,6809017.82169881,"STN08925",176.5,NA,NA,"STN08925",NA,"RB01"
8950,-31.7659510130027,556665.820774267,6808961.35513366,"STN08950",176.5,NA,NA,"STN08950",NA,"LB01"
8950,17.9583008139146,556647.820595105,6809007.69813636,"STN08950",176.5,NA,NA,"STN08950",NA,"RB01"
8975,-31.8501004240125,556645.362588462,6808953.04000721,"STN08975",176.5,NA,NA,"STN08975",NA,"LB01"
8975,19.7232199450666,556625.610006761,6809000.69375523,"STN08975",176.5,NA,NA,"STN08975",NA,"RB01"
9000,-30.2028708781909,556636.893544546,6808948.70979374,"STN09000",176.2,NA,NA,"STN09000",NA,"LB01"
9000,31.8909205245344,556590.509482368,6808989.94007123,"STN09000",176.2,NA,NA,"STN09000",NA,"RB01"
9025,-19.846143962045,556596.797652571,6808938.20212519,"STN09025",176.3,NA,NA,"STN09025",NA,"LB01"
9025,33.5864548767883,556589.904847321,6808991.20726324,"STN09025",176.3,NA,NA,"STN09025",NA,"RB01"
9050,-27.7528607340371,556569.810235696,6808928.66413927,"STN09050",176.7,NA,NA,"STN09050",NA,"LB01"
9050,31.9632902178173,556570.108816451,6808988.38029022,"STN09050",176.7,NA,NA,"STN09050",NA,"RB01"
9075,-25.4885835014656,556561.390380757,6808928.79613553,"STN09075",176.6,NA,NA,"STN09075",NA,"LB01"
9075,26.666647289638,556533.435177053,6808972.81515031,"STN09075",176.6,NA,NA,"STN09075",NA,"RB01"
9100,-17.8036021742324,556542.7109512,6808922.95596133,"STN09100",176.6,NA,NA,"STN09100",NA,"LB01"
9100,33.9905293607174,556504.590470391,6808958.02058838,"STN09100",176.6,NA,NA,"STN09100",NA,"RB01"
9125,-17.2162070209804,556508.620918965,6808908.72379298,"STN09125",176.6,NA,NA,"STN09125",NA,"LB01"
9125,35.3791949486976,556508.883895975,6808961.31919495,"STN09125",176.6,NA,NA,"STN09125",NA,"RB01"
9150,-29.9587698599968,556483.557706151,6808896.10323014,"STN09150",176.1,NA,NA,"STN09150",NA,"LB01"
9150,19.2229366714613,556483.803614683,6808945.28493667,"STN09150",176.1,NA,NA,"STN09150",NA,"RB01"
9175,-28.9606047234426,556481.60972335,6808896.57134948,"STN09175",175.8,NA,NA,"STN09175",NA,"LB01"
9175,19.5372825907882,556449.261632512,6808932.70227553,"STN09175",175.8,NA,NA,"STN09175",NA,"RB01"
9200,-31.6712177584549,556463.903168663,6808878.0484365,"STN09200",176.6,NA,NA,"STN09200",NA,"LB01"
9200,23.1351230978596,556429.75881831,6808920.96180139,"STN09200",176.6,NA,NA,"STN09200",NA,"RB01"
9225,-52.2105043366527,556428.078918921,6808842.40504819,"STN09225",176.6,NA,NA,"STN09225",NA,"LB01"
9225,17.9996745321396,556421.26853157,6808912.26417616,"STN09225",176.6,NA,NA,"STN09225",NA,"RB01"
9250,-44.8,556436.2226,6808854.0973,"STN09250",176.4,NA,NA,"STN09250",NA,"LB01"
9250,4.96005859375009,556399.05183623,6808887.13797891,"STN09250",176.4,NA,NA,"STN09250",NA,"RB01"
9275,-42.1538714347197,556417.634441962,6808837.17132937,"STN09275",176.4,NA,NA,"STN09275",NA,"LB01"
9275,4.60869738282424,556382.702803055,6808868.22167506,"STN09275",176.4,NA,NA,"STN09275",NA,"RB01"
9300,-35.5670158879974,556396.102560868,6808822.86200145,"STN09300",176.3,NA,NA,"STN09300",NA,"LB01"
9300,7.30580580075651,556364.076563067,6808851.32955505,"STN09300",176.3,NA,NA,"STN09300",NA,"RB01"
9325,-63.9560548643483,556356.5830342,6808772.21868146,"STN09325",176.3,NA,NA,"STN09325",NA,"LB01"
9325,3.98607885670542,556348.905573089,6808839.75316238,"STN09325",176.3,NA,NA,"STN09325",NA,"RB01"
9350,-40.8976355247982,556324.779511822,6808793.60786447,"STN09350",176,NA,NA,"STN09350",NA,"LB01"
9350,-4.90910171809048,556324.959454491,6808829.59639828,"STN09350",176,NA,NA,"STN09350",NA,"RB01"
9375,-37.6902689372649,556299.796048655,6808796.93673106,"STN09375",176,NA,NA,"STN09375",NA,"LB01"
9375,-0.263170575008031,556299.983184147,6808834.36382943,"STN09375",176,NA,NA,"STN09375",NA,"RB01"
9400,-22.4163372071298,556266.454913082,6808820.87420297,"STN09400",176.1,NA,NA,"STN09400",NA,"LB01"
9400,16.6874391988554,556285.811282403,6808854.85538466,"STN09400",176.1,NA,NA,"STN09400",NA,"RB01"
9425,-23.8620921911178,556241.410482488,6808839.76460543,"STN09425",176.4,NA,NA,"STN09425",NA,"LB01"
9425,65.2161662817553,556308.575489376,6808898.28902125,"STN09425",176.4,NA,NA,"STN09425",NA,"RB01"
9450,-11.5121994789729,556238.451060819,6808853.81131272,"STN09450",175.9,NA,NA,"STN09450",NA,"LB01"
9450,43.0278621840559,556240.414503039,6808908.29683432,"STN09450",175.9,NA,NA,"STN09450",NA,"RB01"
9475,5.36448196528057,556221.471534628,6808877.91484287,"STN09475",172.3,NA,NA,"STN09475",NA,"LB01"
9475,17.9078739518967,556230.076301531,6808887.04643224,"STN09475",172.3,NA,NA,"STN09475",NA,"RB01"
9500,-1.43158259930993,556198.937213536,6808888.35834449,"STN09500",174.4,NA,NA,"STN09500",NA,"LB01"
9500,34.1111274371286,556220.867065629,6808916.33045729,"STN09500",174.4,NA,NA,"STN09500",NA,"RB01"
9525,-26.7711228766821,556175.454151886,6808871.62554611,"STN09525",177,NA,NA,"STN09525",NA,"LB01"
9525,62.3079812206573,556186.41088169,6808959.99201737,"STN09525",177,NA,NA,"STN09525",NA,"RB01"
9550,-27.538830162087,556137.913722058,6808890.98248858,"STN09550",175.8,NA,NA,"STN09550",NA,"LB01"
9550,53.8845774647888,556199.306971408,6808944.4776674,"STN09550",175.8,NA,NA,"STN09550",NA,"RB01"
9575,-51.6153755868542,556119.001926761,6808876.01516209,"STN09575",176.2,NA,NA,"STN09575",NA,"LB01"
9575,23.0619093637149,556149.47025902,6808944.19552325,"STN09575",176.2,NA,NA,"STN09575",NA,"RB01"
9600,-57.1157712138001,556138.71055684,6808870.2569066,"STN09600",176.9,NA,NA,"STN09600",NA,"LB01"
9600,13.2774483165976,556114.354502882,6808936.28574652,"STN09600",176.9,NA,NA,"STN09600",NA,"RB01"
9625,-43.4074375494515,556132.357855849,6808881.71596147,"STN09625",176.3,NA,NA,"STN09625",NA,"LB01"
9625,12.2602753917209,556090.774074282,6808918.67932286,"STN09625",176.3,NA,NA,"STN09625",NA,"RB01"
9650,-31.8762812647476,556107.133082105,6808870.68914924,"STN09650",175.8,NA,NA,"STN09650",NA,"LB01"
9650,16.639990234375,556070.891427295,6808902.90395352,"STN09650",175.8,NA,NA,"STN09650",NA,"RB01"
9675,-37.9914465801949,556095.090110595,6808847.94517947,"STN09675",176.3,NA,NA,"STN09675",NA,"LB01"
9675,17.596344022116,556053.566031015,6808884.85547243,"STN09675",176.3,NA,NA,"STN09675",NA,"RB01"
9700,-47.5675519630485,556085.632461316,6808822.9031455,"STN09700",176.5,NA,NA,"STN09700",NA,"LB01"
9700,15.8009906815206,556038.296159961,6808864.97985781,"STN09700",176.5,NA,NA,"STN09700",NA,"RB01"
9725,-43.9877102102102,556066.347319527,6808806.59666042,"STN09725",172.6,NA,NA,"STN09725",NA,"LB01"
9725,-27.6220331437883,556054.122158758,6808817.46346999,"STN09725",172.6,NA,NA,"STN09725",NA,"RB01"
9750,-62.3634850166482,556063.463023307,6808775.71164595,"STN09750",176.5,NA,NA,"STN09750",NA,"LB01"
9750,-0.72779737936281,556017.421164642,6808816.63774254,"STN09750",176.5,NA,NA,"STN09750",NA,"RB01"
9775,-71.5428720899818,556078.59165773,6808788.83438428,"STN09775",176.9,NA,NA,"STN09775",NA,"LB01"
9775,-1.16673448626644,556008.567400814,6808795.59049349,"STN09775",176.9,NA,NA,"STN09775",NA,"RB01"
9800,-51.6390720726923,556057.819572073,6808770.86780464,"STN09800",176.4,NA,NA,"STN09800",NA,"LB01"
9800,5.58038193664347,556000.600118063,6808771.15390191,"STN09800",176.4,NA,NA,"STN09800",NA,"RB01"
9825,-40.2351737139777,556041.234561244,6808735.7740348,"STN09825",176.1,NA,NA,"STN09825",NA,"LB01"
9825,8.92208034692524,555994.191069108,6808749.98048122,"STN09825",176.1,NA,NA,"STN09825",NA,"RB01"
9850,-43.8651716215753,556023.800783201,6808697.70952604,"STN09850",176,NA,NA,"STN09850",NA,"LB01"
9850,4.72476729063464,555987.504098834,6808729.97324548,"STN09850",176,NA,NA,"STN09850",NA,"RB01"
9875,-61.207554992514,556041.070149223,6808695.45763076,"STN09875",176.6,NA,NA,"STN09875",NA,"LB01"
9875,8.38647711511776,555972.450433564,6808707.14942816,"STN09875",176.6,NA,NA,"STN09875",NA,"RB01"
9900,-41.8461457202383,556020.49664572,6808681.27776927,"STN09900",175.9,NA,NA,"STN09900",NA,"LB01"
9900,8.8389691263083,555969.811530874,6808681.53119485,"STN09900",175.9,NA,NA,"STN09900",NA,"RB01"
9925,-46.4941404566999,556025.023640457,6808656.2545293,"STN09925",176.3,NA,NA,"STN09925",NA,"LB01"
9925,23.5873667106734,555954.942133289,6808656.60493683,"STN09925",176.3,NA,NA,"STN09925",NA,"RB01"
9950,-41.672159687828,556020.081159688,6808631.2786392,"STN09950",175.8,NA,NA,"STN09950",NA,"LB01"
9950,14.6839891667994,555963.725010833,6808631.56041995,"STN09950",175.8,NA,NA,"STN09950",NA,"RB01"
9975,-30.3528588098016,556008.64135881,6808606.33573571,"STN09975",175.6,NA,NA,"STN09975",NA,"LB01"
