"cDst","tDst","dX","dY","grp","grnd","vege","watr","stnX","indx","type"
32550,57.5999929574985,545495.637705268,6800699.01679533,"STN32550",172.2,NA,NA,"STN32550",NA,"RB01"
32575,7.81819022518149,545516.28076675,6800648.28068773,"STN32575",171,NA,NA,"STN32575",NA,"LB01"
32575,53.0601873437036,545484.113706799,6800680.0858117,"STN32575",171,NA,NA,"STN32575",NA,"RB01"
32600,0.0463337717251214,545500.750185335,6800634.18883377,"STN32600",171.8,NA,NA,"STN32600",NA,"LB01"
32600,69.9446787548967,545501.029778715,6800704.08717875,"STN32600",171.8,NA,NA,"STN32600",NA,"RB01"
32625,-9.98374871292287,545475.710065005,6800624.25725129,"STN32625",172,NA,NA,"STN32625",NA,"LB01"
32625,42.7681488348304,545475.921072595,6800677.00914884,"STN32625",172,NA,NA,"STN32625",NA,"RB01"
32650,-7.49404118060778,545450.720023835,6800626.84545882,"STN32650",171.3,NA,NA,"STN32650",NA,"LB01"
32650,31.7971372469362,545450.877188549,6800666.13663725,"STN32650",171.3,NA,NA,"STN32650",NA,"RB01"
32675,-9.94800710840317,545422.768451358,6800634.58941061,"STN32675",171.7,NA,NA,"STN32675",NA,"LB01"
32675,34.0000653915322,545451.466542701,6800667.90204957,"STN32675",171.7,NA,NA,"STN32675",NA,"RB01"
32700,-17.3252965977057,545400.004231915,6800644.43859988,"STN32700",171.8,NA,NA,"STN32700",NA,"LB01"
32700,32.1538967136154,545432.215186761,6800681.99330761,"STN32700",171.8,NA,NA,"STN32700",NA,"RB01"
32725,-15.3247556619696,545388.982019547,6800650.99771861,"STN32725",171.8,NA,NA,"STN32725",NA,"LB01"
32725,41.9268098264903,545393.562144786,6800708.0775294,"STN32725",171.8,NA,NA,"STN32725",NA,"RB01"
32750,-7.79593921275533,545364.038657773,6800671.534272,"STN32750",172.1,NA,NA,"STN32750",NA,"LB01"
32750,55.796601753433,545411.92384112,6800713.37816395,"STN32750",172.1,NA,NA,"STN32750",NA,"RB01"
32775,13.224652348016,545357.443868904,6800703.01111455,"STN32775",169.4,NA,NA,"STN32775",NA,"LB01"
32775,31.2272703991805,545365.527044409,6800719.08745247,"STN32775",169.4,NA,NA,"STN32775",NA,"RB01"
32800,-17.3461502347417,545328.753615399,6800679.02484977,"STN32800",172.1,NA,NA,"STN32800",NA,"LB01"
32800,47.2338363443144,545329.011935345,6800743.60483634,"STN32800",172.1,NA,NA,"STN32800",NA,"RB01"
32825,-19.430966061442,545303.745276136,6800677.03803394,"STN32825",172.2,NA,NA,"STN32825",NA,"LB01"
32825,41.8706601949411,545303.990482641,6800738.33966019,"STN32825",172.2,NA,NA,"STN32825",NA,"RB01"
32850,-30.1685103102722,545278.702325959,6800666.39848969,"STN32850",172.2,NA,NA,"STN32850",NA,"LB01"
32850,39.508705428847,545278.981034822,6800736.07570543,"STN32850",172.2,NA,NA,"STN32850",NA,"RB01"
32875,-20.0001436007893,545253.742999426,6800676.6648564,"STN32875",171.9,NA,NA,"STN32875",NA,"LB01"
32875,29.3220365868377,545253.940288146,6800725.98703659,"STN32875",171.9,NA,NA,"STN32875",NA,"RB01"
32900,-47.4530531962448,545230.381638543,6800648.9024468,"STN32900",172.2,NA,NA,"STN32900",NA,"LB01"
32900,20.5454570675543,545228.409681745,6800716.90095707,"STN32900",172.2,NA,NA,"STN32900",NA,"RB01"
32925,-29.1919605425402,545230.230086486,6800667.29023016,"STN32925",171.8,NA,NA,"STN32925",NA,"LB01"
32925,22.8957351489534,545191.268490109,6800701.8243724,"STN32925",171.8,NA,NA,"STN32925",NA,"RB01"
32950,-37.2993410694502,545208.23697976,6800639.1348759,"STN32950",172.2,NA,NA,"STN32950",NA,"LB01"
32950,28.3493925925929,545176.3316952,6800696.51186913,"STN32950",172.2,NA,NA,"STN32950",NA,"RB01"
32975,-41.5082095152335,545167.451967162,6800624.71779048,"STN32975",172.2,NA,NA,"STN32975",NA,"LB01"
32975,25.8509515505346,545167.721403806,6800692.07695155,"STN32975",172.2,NA,NA,"STN32975",NA,"RB01"
33000,-44.7708022699454,545151.989640024,6800620.12607217,"STN33000",172.1,NA,NA,"STN33000",NA,"LB01"
33000,13.9091492776885,545141.016489085,6800677.74978459,"STN33000",172.1,NA,NA,"STN33000",NA,"RB01"
33025,-35.9745977590819,545150.732499124,6800628.70334169,"STN33025",171.3,NA,NA,"STN33025",NA,"LB01"
33025,3.5257524354944,545121.186237178,6800654.89207387,"STN33025",171.3,NA,NA,"STN33025",NA,"RB01"
33050,-38.3614635043206,545117.227337102,6800603.21841699,"STN33050",172,NA,NA,"STN33050",NA,"LB01"
33050,13.3927413233975,545100.355466329,6800652.12614055,"STN33050",172,NA,NA,"STN33050",NA,"RB01"
33075,-32.1079268895109,545097.09593722,6800601.82511031,"STN33075",171.1,NA,NA,"STN33075",NA,"LB01"
33075,4.71437351423435,545081.593748751,6800635.22293678,"STN33075",171.1,NA,NA,"STN33075",NA,"RB01"
33100,-37.4819620253159,545092.987507595,6800591.95295918,"STN33100",172.1,NA,NA,"STN33100",NA,"LB01"
33100,12.0731819873464,545055.920259873,6800624.80801966,"STN33100",172.1,NA,NA,"STN33100",NA,"RB01"
33125,-29.4285091543156,545070.377024847,6800578.58739843,"STN33125",172,NA,NA,"STN33125",NA,"LB01"
33125,18.1562853907135,545034.783598528,6800610.13611721,"STN33125",172,NA,NA,"STN33125",NA,"RB01"
33150,-25.1429609445958,545050.584434787,6800562.72371689,"STN33150",172,NA,NA,"STN33150",NA,"LB01"
33150,27.3721980458166,545011.303095862,6800597.5412673,"STN33150",172,NA,NA,"STN33150",NA,"RB01"
33175,1.16258965422905,545014.321382939,6800561.45879694,"STN33175",167.4,NA,NA,"STN33175",NA,"LB01"
33175,15.7143029611993,545003.436701385,6800571.10658286,"STN33175",167.4,NA,NA,"STN33175",NA,"RB01"
33200,-1.9999630092016,545000.100472331,6800540.65652452,"STN33200",167.6,NA,NA,"STN33200",NA,"LB01"
33200,16.9189250120284,544985.949144091,6800553.19974728,"STN33200",167.6,NA,NA,"STN33200",NA,"RB01"
33225,-15.4345734400883,544993.563060933,6800513.04437781,"STN33225",171.2,NA,NA,"STN33225",NA,"LB01"
33225,23.9673378713224,544964.090431272,6800539.16784501,"STN33225",171.2,NA,NA,"STN33225",NA,"RB01"
33250,-32.4610328638485,544989.712352582,6800483.05083521,"STN33250",171.3,NA,NA,"STN33250",NA,"LB01"
33250,15.634757756046,544953.736701198,6800514.93834439,"STN33250",171.3,NA,NA,"STN33250",NA,"RB01"
33275,-37.302271114265,544976.747098794,6800461.13559425,"STN33275",171.8,NA,NA,"STN33275",NA,"LB01"
33275,13.8645437031934,544938.47432131,6800495.05919248,"STN33275",171.8,NA,NA,"STN33275",NA,"RB01"
33300,-31.0370281063974,544955.474197024,6800446.58395037,"STN33300",171.9,NA,NA,"STN33300",NA,"LB01"
33300,11.8324016060149,544923.407863599,6800475.00638226,"STN33300",171.9,NA,NA,"STN33300",NA,"RB01"
33325,-37.7409454234956,544922.599404865,6800418.36224672,"STN33325",172,NA,NA,"STN33325",NA,"LB01"
33325,13.5556120718888,544909.313596473,6800467.91472126,"STN33325",172,NA,NA,"STN33325",NA,"RB01"
33350,-35.9642942779291,544889.040142823,6800415.91520572,"STN33350",172.1,NA,NA,"STN33350",NA,"LB01"
33350,12.5882057265954,544889.234352823,6800464.46770573,"STN33350",172.1,NA,NA,"STN33350",NA,"RB01"
33375,-33.6041771306863,544880.345941864,6800416.62830299,"STN33375",170.6,NA,NA,"STN33375",NA,"LB01"
33375,0.0140501545860209,544866.327141086,6800447.18727159,"STN33375",170.6,NA,NA,"STN33375",NA,"RB01"
33400,-32.6131922703228,544872.083667818,6800411.44545352,"STN33400",172,NA,NA,"STN33400",NA,"LB01"
33400,20.7316710085597,544832.181710086,6800446.81309788,"STN33400",172,NA,NA,"STN33400",NA,"RB01"
33425,-25.102596957989,544829.872951905,6800397.57541603,"STN33425",171.9,NA,NA,"STN33425",NA,"LB01"
33425,21.785765667575,544825.32478073,6800444.22933684,"STN33425",171.9,NA,NA,"STN33425",NA,"RB01"
33450,-33.5764338413485,544802.845694265,6800387.86206616,"STN33450",171.9,NA,NA,"STN33450",NA,"LB01"
33450,16.4563264042916,544803.045825306,6800437.8948264,"STN33450",171.9,NA,NA,"STN33450",NA,"RB01"
33475,-33.1643994816269,544799.783878906,6800387.61269923,"STN33475",171.8,NA,NA,"STN33475",NA,"LB01"
33475,16.1134793524369,544771.794043728,6800428.16839351,"STN33475",171.8,NA,NA,"STN33475",NA,"RB01"
33500,-23.322432322133,544779.496716678,6800383.26329737,"STN33500",171.6,NA,NA,"STN33500",NA,"LB01"
33500,29.0435451771261,544742.107408744,6800419.91948162,"STN33500",171.6,NA,NA,"STN33500",NA,"RB01"
33525,-17.2258003544005,544741.707096799,6800373.67369965,"STN33525",171.8,NA,NA,"STN33525",NA,"LB01"
33525,35.5384037558689,544741.918153615,6800426.43790376,"STN33525",171.8,NA,NA,"STN33525",NA,"RB01"
33550,-23.8465712737563,544716.680613715,6800367.14992873,"STN33550",171.4,NA,NA,"STN33550",NA,"LB01"
33550,19.0777268271086,544716.852310907,6800410.07422683,"STN33550",171.4,NA,NA,"STN33550",NA,"RB01"
33575,-33.8477403963456,544691.641109038,6800357.2457596,"STN33575",171.3,NA,NA,"STN33575",NA,"LB01"
33575,8.96826954162745,544691.812373078,6800400.06176954,"STN33575",171.3,NA,NA,"STN33575",NA,"RB01"
33600,-33.8894692303151,544692.035818184,6800357.59055604,"STN33600",171.3,NA,NA,"STN33600",NA,"LB01"
33600,8.98610039937431,544664.423951343,6800390.39036681,"STN33600",171.3,NA,NA,"STN33600",NA,"RB01"
33625,-29.1863142650252,544671.021731644,6800345.98721484,"STN33625",171.6,NA,NA,"STN33625",NA,"LB01"
33625,21.7328411278451,544638.026118949,6800384.7366921,"STN33625",171.6,NA,NA,"STN33625",NA,"RB01"
33650,-21.5066387029121,544632.45095807,6800338.21037458,"STN33650",170.8,NA,NA,"STN33650",NA,"LB01"
33650,19.3660014224548,544629.630745902,6800379.00126942,"STN33650",170.8,NA,NA,"STN33650",NA,"RB01"
33675,-8.47265301706657,544616.905544457,6800343.87163105,"STN33675",169.8,NA,NA,"STN33675",NA,"LB01"
33675,20.2576945197601,544595.415244499,6800362.91985147,"STN33675",169.8,NA,NA,"STN33675",NA,"RB01"
33700,-10.6028592927007,544596.800875245,6800325.56144093,"STN33700",170.3,NA,NA,"STN33700",NA,"LB01"
33700,26.2221192472455,544580.376934816,6800358.51979673,"STN33700",170.3,NA,NA,"STN33700",NA,"RB01"
33725,-76.7603026481716,544569.062458789,6800253.25419735,"STN33725",171.7,NA,NA,"STN33725",NA,"LB01"
33725,22.4516243354994,544569.459306497,6800352.46612434,"STN33725",171.7,NA,NA,"STN33725",NA,"RB01"
33750,-80.4122262603673,544563.995399814,6800249.16340385,"STN33750",171.8,NA,NA,"STN33750",NA,"LB01"
33750,9.8113326383649,544543.334204826,6800336.95092666,"STN33750",171.8,NA,NA,"STN33750",NA,"RB01"
33775,-74.8643272171254,544581.998016758,6800265.75795105,"STN33775",171.4,NA,NA,"STN33775",NA,"LB01"
33775,8.43637574210735,544519.689090945,6800320.98631712,"STN33775",171.4,NA,NA,"STN33775",NA,"RB01"
33800,-31.6478401031594,544533.086584397,6800275.70398201,"STN33800",168.7,NA,NA,"STN33800",NA,"LB01"
33800,9.50851279650441,544502.301632428,6800302.99064398,"STN33800",168.7,NA,NA,"STN33800",NA,"RB01"
33825,-13.9849393526161,544503.196794878,6800268.71956051,"STN33825",171.9,NA,NA,"STN33825",NA,"LB01"
33825,33.2241348013102,544468.073243708,6800300.25522205,"STN33825",171.9,NA,NA,"STN33825",NA,"RB01"
33850,-15.8978348035284,544471.899408661,6800252.9401652,"STN33850",171.1,NA,NA,"STN33850",NA,"LB01"
33850,30.6312524667807,544472.08552501,6800299.46925247,"STN33850",171.1,NA,NA,"STN33850",NA,"RB01"
33875,-27.2307981220656,544470.164135869,6800241.03428732,"STN33875",171.7,NA,NA,"STN33875",NA,"LB01"
33875,16.8971992470481,544438.877385734,6800272.14452547,"STN33875",171.7,NA,NA,"STN33875",NA,"RB01"
33900,-30.6604510520348,544462.83829016,6800225.96411402,"STN33900",171.5,NA,NA,"STN33900",NA,"LB01"
33900,15.6470693833588,544422.782284983,6800249.16418176,"STN33900",171.5,NA,NA,"STN33900",NA,"RB01"
33925,-42.6045706174591,544472.442966047,6800216.9982126,"STN33925",171.6,NA,NA,"STN33925",NA,"LB01"
33925,21.2875569759522,544408.614730581,6800219.61778984,"STN33925",171.6,NA,NA,"STN33925",NA,"RB01"
33950,-68.0005340453919,544471.951399466,6800151.98064593,"STN33950",171.9,NA,NA,"STN33950",NA,"LB01"
33950,31.9058164584224,544397.221449289,6800218.21855631,"STN33950",171.9,NA,NA,"STN33950",NA,"RB01"
33975,-63.3798911757747,544465.60120097,6800150.74934516,"STN33975",171.6,NA,NA,"STN33975",NA,"LB01"
33975,5.92403909298102,544402.534624425,6800179.51047622,"STN33975",171.6,NA,NA,"STN33975",NA,"RB01"
34000,-64.9581166333283,544465.862993584,6800146.02744484,"STN34000",171.9,NA,NA,"STN34000",NA,"LB01"
34000,6.93024840312282,544394.621623832,6800155.37293229,"STN34000",171.9,NA,NA,"STN34000",NA,"RB01"
34025,-54.0001525843984,544432.021614133,6800097.39689884,"STN34025",171.9,NA,NA,"STN34025",NA,"LB01"
34025,-2.00466085719366,544393.128986321,6800131.86990985,"STN34025",171.9,NA,NA,"STN34025",NA,"RB01"
34050,-53.0869539257638,544429.755258414,6800095.52523997,"STN34050",171.9,NA,NA,"STN34050",NA,"LB01"
34050,-3.03034170250147,544382.401703251,6800111.79363895,"STN34050",171.9,NA,NA,"STN34050",NA,"RB01"
34075,-44.2800048828125,544416.272004761,6800080.32355891,"STN34075",171.6,NA,NA,"STN34075",NA,"LB01"
34075,5.83709350014498,544367.407833837,6800091.49967185,"STN34075",171.6,NA,NA,"STN34075",NA,"RB01"
34100,-27.8817345557705,544383.028037448,6800050.84640999,"STN34100",171.8,NA,NA,"STN34100",NA,"LB01"
34100,11.9898624364853,544353.204082898,6800077.2812788,"STN34100",171.8,NA,NA,"STN34100",NA,"RB01"
34125,-27.8567476039753,544366.424347208,6800032.15647634,"STN34125",171.5,NA,NA,"STN34125",NA,"LB01"
34125,14.0807462161211,544335.05510183,6800059.96103474,"STN34125",171.5,NA,NA,"STN34125",NA,"RB01"
34150,-23.7976312443233,544346.25406844,6800015.98821786,"STN34150",171.8,NA,NA,"STN34150",NA,"LB01"
34150,21.5646079428678,544313.094271594,6800046.97062723,"STN34150",171.8,NA,NA,"STN34150",NA,"RB01"
34175,-58.3995115995107,544307.687401954,6799964.8604884,"STN34175",171.7,NA,NA,"STN34175",NA,"LB01"
34175,19.8433128006075,544308.000373251,6800043.1033128,"STN34175",171.7,NA,NA,"STN34175",NA,"RB01"
34200,-26.0885405405406,544282.816645838,6799997.26745946,"STN34200",171.4,NA,NA,"STN34200",NA,"LB01"
34200,9.79894560926185,544282.960195782,6800033.15494561,"STN34200",171.4,NA,NA,"STN34200",NA,"RB01"
34225,-32.9803984921915,544257.789078406,6799990.47160151,"STN34225",171.8,NA,NA,"STN34225",NA,"LB01"
34225,11.4705861233281,544257.966882345,6800034.92258612,"STN34225",171.8,NA,NA,"STN34225",NA,"RB01"
34250,-30.4585365853657,544232.799165854,6799993.08946341,"STN34250",171.8,NA,NA,"STN34250",NA,"LB01"
34250,13.707845288712,544232.975831381,6800037.25584529,"STN34250",171.8,NA,NA,"STN34250",NA,"RB01"
34275,-25.7776488549618,544207.818389405,6799997.86585115,"STN34275",171.5,NA,NA,"STN34275",NA,"LB01"
34275,15.8579194877097,544207.984931678,6800039.50141949,"STN34275",171.5,NA,NA,"STN34275",NA,"RB01"
34300,-22.175167067629,544196.704284202,6799998.75715565,"STN34300",170.8,NA,NA,"STN34300",NA,"LB01"
34300,19.8378532937425,544175.52972194,6800035.05640525,"STN34300",170.8,NA,NA,"STN34300",NA,"RB01"
34325,-7.93277897098891,544173.27521867,6799997.52906754,"STN34325",171.3,NA,NA,"STN34325",NA,"LB01"
34325,37.3090747676515,544139.434312074,6800027.52441657,"STN34325",171.3,NA,NA,"STN34325",NA,"RB01"
34350,-7.68359999999995,544146.7267032,6799985.6084,"STN34350",171.7,NA,NA,"STN34350",NA,"LB01"
34350,39.8823768775057,544146.155911477,6800033.17437688,"STN34350",171.7,NA,NA,"STN34350",NA,"RB01"
34375,-10.5195101652595,544132.783020544,6799977.18193317,"STN34375",171.8,NA,NA,"STN34375",NA,"LB01"
34375,51.6393326162543,544089.706942497,6800021.99845882,"STN34375",171.8,NA,NA,"STN34375",NA,"RB01"
34400,-15.6469574582662,544120.177424179,6799956.65656721,"STN34400",171.8,NA,NA,"STN34400",NA,"LB01"
34400,37.8837152911258,544080.136480962,6799992.14740324,"STN34400",171.8,NA,NA,"STN34400",NA,"RB01"
34425,-19.7406243164703,544106.654986989,6799935.23596608,"STN34425",171.6,NA,NA,"STN34425",NA,"LB01"
34425,27.0172634237457,544071.680086959,6799966.23644565,"STN34425",171.6,NA,NA,"STN34425",NA,"RB01"
34450,-30.8936432699175,544110.115184826,6799919.24053539,"STN34450",171.5,NA,NA,"STN34450",NA,"LB01"
34450,10.8225222606812,544069.984233585,6799930.62904858,"STN34450",171.5,NA,NA,"STN34450",NA,"RB01"
34475,-33.2068823993685,544112.319727751,6799913.96894448,"STN34475",171.6,NA,NA,"STN34475",NA,"LB01"
34475,4.21171908660056,544076.28561452,6799903.94075928,"STN34475",171.6,NA,NA,"STN34475",NA,"RB01"
34500,-32.8797851562504,544116.468478223,6799905.97939863,"STN34500",171.8,NA,NA,"STN34500",NA,"LB01"
34500,5.75183106121365,544087.378871211,6799880.55979516,"STN34500",171.8,NA,NA,"STN34500",NA,"RB01"
34525,-24.6268743736904,544126.695536403,6799881.71598334,"STN34525",171.2,NA,NA,"STN34525",NA,"LB01"
34525,11.5770867703004,544099.433953662,6799857.89377691,"STN34525",171.2,NA,NA,"STN34525",NA,"RB01"
34550,-29.534869856816,544147.303861016,6799864.09795678,"STN34550",171.8,NA,NA,"STN34550",NA,"LB01"
34550,14.1739268891396,544112.380532416,6799837.82896994,"STN34550",171.8,NA,NA,"STN34550",NA,"RB01"
34575,-25.7006830118956,544156.692183012,6799823.99719727,"STN34575",171.2,NA,NA,"STN34575",NA,"LB01"
34575,11.3001838074398,544119.691316193,6799824.14520073,"STN34575",171.2,NA,NA,"STN34575",NA,"RB01"
34600,-24.084227433344,544157.552887311,6799816.05986264,"STN34600",171,NA,NA,"STN34600",NA,"LB01"
34600,9.44054380596425,544130.531921692,6799796.21319807,"STN34600",171,NA,NA,"STN34600",NA,"RB01"
34625,-56.666632756867,544199.825304476,6799811.6074822,"STN34625",171.7,NA,NA,"STN34625",NA,"LB01"
34625,15.8275867512037,544138.132723675,6799773.54801696,"STN34625",171.7,NA,NA,"STN34625",NA,"RB01"
34650,-50.6588691437804,544208.523369144,6799759.2285,"STN34650",171.8,NA,NA,"STN34650",NA,"LB01"
34650,13.2107834416696,544144.653716558,6799759.2285,"STN34650",171.8,NA,NA,"STN34650",NA,"RB01"
34675,-41.9999847415602,544197.70948851,6799764.96548996,"STN34675",171.3,NA,NA,"STN34675",NA,"LB01"
34675,3.92346241457862,544163.129132802,6799734.74786173,"STN34675",171.3,NA,NA,"STN34675",NA,"RB01"
34700,-33.8847329981586,544209.892605499,6799732.34455199,"STN34700",171.4,NA,NA,"STN34700",NA,"LB01"
34700,5.6689192546584,544174.412979429,6799714.86183769,"STN34700",171.4,NA,NA,"STN34700",NA,"RB01"
34725,-35.5143879742304,544220.158887974,6799694.18044245,"STN34725",171.7,NA,NA,"STN34725",NA,"LB01"
34725,6.31570831994844,544178.32879168,6799694.34776283,"STN34725",171.7,NA,NA,"STN34725",NA,"RB01"
34750,-27.8545779915677,544212.403577992,6799669.21158169,"STN34750",171.7,NA,NA,"STN34750",NA,"LB01"
34750,14.5185804701626,544170.03041953,6799669.38107432,"STN34750",171.7,NA,NA,"STN34750",NA,"RB01"
34775,-22.9811308804054,544195.156093396,6799633.07956677,"STN34775",170.1,NA,NA,"STN34775",NA,"LB01"
34775,7.72588974933216,544170.897547098,6799651.90297042,"STN34775",170.1,NA,NA,"STN34775",NA,"RB01"
34800,-21.3045426981993,544172.666180192,6799613.4284295,"STN34800",170.5,NA,NA,"STN34800",NA,"LB01"
34800,11.8912974972219,544153.080634477,6799640.25066838,"STN34800",170.5,NA,NA,"STN34800",NA,"RB01"
34825,-29.6384367816092,544138.073446253,6799594.18356322,"STN34825",171.4,NA,NA,"STN34825",NA,"LB01"
34825,17.2727777135592,544138.261091111,6799641.09477771,"STN34825",171.4,NA,NA,"STN34825",NA,"RB01"
34850,-25.6859675656249,544113.08925613,6799598.23153243,"STN34850",170.6,NA,NA,"STN34850",NA,"LB01"
34850,10.2461711817456,544113.232984685,6799634.16367118,"STN34850",170.6,NA,NA,"STN34850",NA,"RB01"
34875,-16.5142875826967,544088.12644285,6799607.49871242,"STN34875",170.7,NA,NA,"STN34875",NA,"LB01"
34875,18.4348149130955,544088.26623926,6799642.44781491,"STN34875",170.7,NA,NA,"STN34875",NA,"RB01"
34900,-12.7826190792092,544063.141869524,6799611.32588092,"STN34900",171.6,NA,NA,"STN34900",NA,"LB01"
34900,29.4782131800088,544063.310912853,6799653.58671318,"STN34900",171.6,NA,NA,"STN34900",NA,"RB01"
34925,-16.4220286885246,544053.825406455,6799603.92565789,"STN34925",171.5,NA,NA,"STN34925",NA,"LB01"
34925,25.205362434349,544024.145076584,6799633.10645907,"STN34925",171.5,NA,NA,"STN34925",NA,"RB01"
34950,-11.8282183778926,544037.928893552,6799590.56537547,"STN34950",171.4,NA,NA,"STN34950",NA,"LB01"
34950,23.232329957923,544007.496337596,6799607.99046799,"STN34950",171.4,NA,NA,"STN34950",NA,"RB01"
34975,-15.8491304848555,544037.585630485,6799573.60560348,"STN34975",171.5,NA,NA,"STN34975",NA,"LB01"
34975,22.1575793445291,543999.578920655,6799573.75763032,"STN34975",171.5,NA,NA,"STN34975",NA,"RB01"
35000,-22.235260854931,544043.876760855,6799548.58005896,"STN35000",171.4,NA,NA,"STN35000",NA,"LB01"
35000,21.7292162215876,543999.912283778,6799548.75591687,"STN35000",171.4,NA,NA,"STN35000",NA,"RB01"
35025,-17.0724281291463,544038.618428129,6799523.60121029,"STN35025",171.3,NA,NA,"STN35025",NA,"LB01"
35025,19.2907989510689,544002.255201049,6799523.7466632,"STN35025",171.3,NA,NA,"STN35025",NA,"RB01"
35050,-49.8072211191998,544061.581535113,6799479.3391238,"STN35050",171.7,NA,NA,"STN35050",NA,"LB01"
35050,15.8673185069658,544002.146076751,6799507.31647768,"STN35050",171.7,NA,NA,"STN35050",NA,"RB01"
35075,-46.5624606580832,544038.050720572,6799449.71908858,"STN35075",171.8,NA,NA,"STN35075",NA,"LB01"
35075,5.23079812206584,543999.309363005,6799484.05801915,"STN35075",171.8,NA,NA,"STN35075",NA,"RB01"
35100,-45.6000180848178,544040.154018085,6799457.49349946,"STN35100",171.6,NA,NA,"STN35100",NA,"LB01"
35100,-2.80591087773667,543997.359910878,6799458.77732267,"STN35100",171.6,NA,NA,"STN35100",NA,"RB01"
35125,-39.1977378920326,544033.327737892,6799433.83020905,"STN35125",171.3,NA,NA,"STN35125",NA,"LB01"
35125,-2.09560840385174,543996.225608404,6799433.97861757,"STN35125",171.3,NA,NA,"STN35125",NA,"RB01"
35150,-39.3513691850874,544026.721530188,6799396.58476394,"STN35150",171.5,NA,NA,"STN35150",NA,"LB01"
35150,1.79191363251482,543988.252560754,6799411.19062934,"STN35150",171.5,NA,NA,"STN35150",NA,"RB01"
35175,-41.51424061492,544008.53465198,6799362.74405847,"STN35175",171.5,NA,NA,"STN35175",NA,"LB01"
35175,6.26086379619187,543972.79887388,6799394.4189527,"STN35175",171.5,NA,NA,"STN35175",NA,"RB01"
35200,-35.333891483799,543987.32775083,6799348.13412995,"STN35200",171.5,NA,NA,"STN35200",NA,"LB01"
35200,19.3683449771139,543946.410477957,6799384.40171272,"STN35200",171.5,NA,NA,"STN35200",NA,"RB01"
35225,-25.7353162515678,543959.374631392,6799334.73501206,"STN35225",171.6,NA,NA,"STN35225",NA,"LB01"
35225,34.8108215110523,543921.775479842,6799382.20318406,"STN35225",171.6,NA,NA,"STN35225",NA,"RB01"
35250,-19.9887852386024,543921.600044859,6799327.67471476,"STN35250",171.5,NA,NA,"STN35250",NA,"LB01"
35250,32.8889190288892,543921.811555676,6799380.55241903,"STN35250",171.5,NA,NA,"STN35250",NA,"RB01"
35275,-19.3749987668084,543896.602500005,6799328.38350123,"STN35275",171,NA,NA,"STN35275",NA,"LB01"
35275,16.1736549165121,543896.74469462,6799363.93215492,"STN35275",171,NA,NA,"STN35275",NA,"RB01"
35300,-25.6936950146626,543871.57722522,6799322.15980499,"STN35300",170.1,NA,NA,"STN35300",NA,"LB01"
35300,9.79438138155267,543871.719177525,6799357.64788138,"STN35300",170.1,NA,NA,"STN35300",NA,"RB01"
35325,-31.7255063878168,543846.553097975,6799316.22299361,"STN35325",171.3,NA,NA,"STN35325",NA,"LB01"
35325,7.25566282314021,543846.709022651,6799355.20416282,"STN35325",171.3,NA,NA,"STN35325",NA,"RB01"
35350,-49.807574282668,543790.959851022,6799320.44423894,"STN35350",171.4,NA,NA,"STN35350",NA,"LB01"
35350,2.29717090069241,543827.068439434,6799358.01176022,"STN35350",171.4,NA,NA,"STN35350",NA,"RB01"
35375,-53.9489636901979,543767.928930341,6799338.63308189,"STN35375",171.5,NA,NA,"STN35375",NA,"LB01"
35375,1.33333333333333,543809.5565,6799375.00883333,"STN35375",171.5,NA,NA,"STN35375",NA,"RB01"
35400,-28.7999871506585,543770.425109676,6799374.01410845,"STN35400",170.8,NA,NA,"STN35400",NA,"LB01"
35400,21.9830034803386,543808.664701621,6799407.42931629,"STN35400",170.8,NA,NA,"STN35400",NA,"RB01"
35425,-6.11035206341808,543774.819341315,6799412.01048424,"STN35425",170.8,NA,NA,"STN35425",NA,"LB01"
35425,34.9473950490876,543814.316894037,6799423.17819145,"STN35425",170.8,NA,NA,"STN35425",NA,"RB01"
35450,-0.469909552172872,543777.081590448,6799437.46537964,"STN35450",171.2,NA,NA,"STN35450",NA,"LB01"
35450,34.8064235085646,543812.357923509,6799437.32427431,"STN35450",171.2,NA,NA,"STN35450",NA,"RB01"
35475,-16.3720625983274,543761.274437402,6799462.52848825,"STN35475",171.4,NA,NA,"STN35475",NA,"LB01"
35475,43.4594581219845,543821.105958122,6799462.28916217,"STN35475",171.4,NA,NA,"STN35475",NA,"RB01"
35500,-16.75,543760.991,6799487.53,"STN35500",170.5,NA,NA,"STN35500",NA,"LB01"
35500,21.0387869297023,543798.77978693,6799487.37884485,"STN35500",170.5,NA,NA,"STN35500",NA,"RB01"
35525,-25.9245235216214,543749.790626418,6799493.75026708,"STN35525",171.1,NA,NA,"STN35525",NA,"LB01"
35525,31.7782903663496,543795.375849389,6799529.12209199,"STN35525",171.1,NA,NA,"STN35525",NA,"RB01"
35550,-18.5755539290705,543742.43257429,6799511.12987687,"STN35550",170.5,NA,NA,"STN35550",NA,"LB01"
35550,15.3783675110575,543762.397480097,6799538.59859932,"STN35550",170.5,NA,NA,"STN35550",NA,"RB01"
35575,-19.7660569287052,543731.376935772,6799513.27544307,"STN35575",171.2,NA,NA,"STN35575",NA,"LB01"
35575,28.1105790528424,543731.568442316,6799561.15207905,"STN35575",171.2,NA,NA,"STN35575",NA,"RB01"
