"cDst","tDst","dX","dY","grp","grnd","vege","watr","stnX","indx"
8225,30,556745.9155,6809556.1935,7,172.065002441406,190.020004272461,NA,"STN08225",66
8250,13,556737.8925,6809523.193,7,171.619995117188,189.473999023438,NA,"STN08250",56
8275,6,556735.3235,6809493.314,7,172.020004272461,NA,NA,"STN08275",54
8300,6,556728.9265,6809474.927,7,171.877502441406,NA,NA,"STN08300",54
8325,-4,556723.4205,6809449.3465,7,171.912506103516,NA,NA,"STN08325",49
8350,2,556712.3095,6809428.742,7,171.836669921875,191.634552001953,NA,"STN08350",52
8375,2,556721.3555,6809405.709,7,171.544006347656,175.202499389648,NA,"STN08375",52
8400,-4,556742.3085,6809390.807,7,171.297500610352,NA,NA,"STN08400",48
8425,-8,556761.753,6809374.591,7,171.447998046875,187.080001831055,NA,"STN08425",47
8450,-9,556777.16,6809366.518,7,171.410003662109,183.327499389648,NA,"STN08450",45
8475,-6,556799.875,6809353.956,7,171.676666259766,NA,NA,"STN08475",48
8500,0,556813.934,6809332.96,7,171.592498779297,NA,NA,"STN08500",51
8525,-12,556833.724,6809310.843,7,171.912857055664,NA,NA,"STN08525",45
8550,-22,556846.632,6809300.615,7,171.835006713867,181.147994995117,NA,"STN08550",40
8575,-18,556856.647,6809278.5875,7,171.813339233398,186.225006103516,NA,"STN08575",42
8600,-16,556864.5035,6809245.9205,7,171.462005615234,NA,NA,"STN08600",43
8625,-4,556852.3805,6809220.981,7,171.710006713867,NA,NA,"STN08625",49
8650,-2,556844.1315,6809197.2455,7,171.904998779297,NA,NA,"STN08650",50
8675,-6,556833.4215,6809174.6585,7,171.889999389648,183.104995727539,NA,"STN08675",48
8700,34,556786.966,6809156.5335,7,171.699996948242,179.050003051758,NA,"STN08700",67
8725,36,556784.5475,6809154.823,7,171.660003662109,183.083755493164,NA,"STN08725",69
8750,44,556765.768,6809144.041,7,171.741668701172,186.445007324219,NA,"STN08750",73
8775,54,556741.6855,6809132.053,7,171.546005249023,194.024002075195,NA,"STN08775",78
8800,66,556716.109,6809121.2845,7,171.871673583984,172.029998779297,NA,"STN08800",84
8825,52,556709.955,6809093.306,7,171.567993164062,NA,NA,"STN08825",77
8850,46,556725.666,6809094.642,7,171.933334350586,183.138336181641,NA,"STN08850",74
8875,2,556705.868,6809041.7545,7,171.550003051758,NA,NA,"STN08875",52
8900,-4,556692.859,6809020.4565,7,171.389999389648,NA,NA,"STN08900",49
8925,-4,556676.247,6809001.774,7,171.273330688477,NA,NA,"STN08925",49
8950,-8,556657.2175,6808983.505,7,171.085006713867,NA,NA,"STN08950",47
8975,-6,556635.462,6808976.9255,7,171.410003662109,184.826370239258,NA,"STN08975",48
9000,-4,556617.32,6808966.1085,7,171.802505493164,187.875,NA,"STN09000",49
9025,2,556593.9795,6808959.8735,7,171.785003662109,NA,NA,"STN09025",52
9050,6,556569.979,6808962.417,7,171.654006958008,179.429992675781,NA,"STN09050",54
9075,8,556543.4405,6808957.0605,7,171.663330078125,NA,NA,"STN09075",55
9100,16,556517.8315,6808945.841,7,171.668884277344,NA,NA,"STN09100",59
9125,20,556508.807,6808945.94,7,171.623992919922,NA,NA,"STN09125",61
9150,-2,556483.6975,6808924.062,7,171.402496337891,NA,NA,"STN09150",50
9175,0,556462.293,6808918.147,7,171.247497558594,187.443328857422,NA,"STN09175",51
9200,4,556441.68,6808905.979,7,171.272994995117,NA,NA,"STN09200",53
9225,-2,556423.2085,6808892.3645,7,171.279998779297,187.574996948242,NA,"STN09225",50
9250,-10,556410.227,6808877.2045,7,171.149993896484,188,NA,"STN09250",46
9275,-10,556393.6155,6808858.5215,7,171.460006713867,189.855712890625,NA,"STN09275",46
9300,-6,556374.016,6808842.4945,7,171.121994018555,NA,NA,"STN09300",48
9325,-14,556350.938,6808821.875,7,170.985000610352,180.399993896484,NA,"STN09325",44
9350,-24,556324.864,6808810.5055,7,170.985000610352,NA,171.009994506836,"STN09350",37
9375,-22,556299.8745,6808812.627,7,171.130004882812,194.070007324219,NA,"STN09375",38
9400,-7,556274.086,6808834.271,7,171.192504882812,NA,NA,"STN09400",46
9425,-6,556254.8785,6808851.5,7,171.070007324219,NA,171.050003051758,"STN09425",48
9450,10,556239.2255,6808875.302,7,171.063339233398,179.860000610352,NA,"STN09450",56
9475,11,556225.3375,6808882.0175,7,171.240005493164,187.686660766602,NA,"STN09475",55
9500,16,556209.6925,6808902.077,7,171.29833984375,177.147506713867,NA,"STN09500",59
9525,20,556181.207,6808918.0225,7,171.093994140625,NA,NA,"STN09525",61
9550,18,556172.25,6808920.9015,7,171.050003051758,NA,NA,"STN09550",59
9575,-5,556138.021,6808918.575,7,171.106674194336,NA,171.07666015625,"STN09575",47
9600,-6,556121.0245,6808918.2035,7,171.796661376953,NA,NA,"STN09600",48
9625,2,556098.4385,6808911.8665,7,171.725006103516,NA,NA,"STN09625",52
9650,4,556080.3335,6808894.511,7,171.5,NA,NA,"STN09650",53
9675,0,556066.7105,6808873.1715,7,171.83332824707,NA,NA,"STN09675",51
9700,-12,556059.0635,6808846.52,7,171.740005493164,NA,NA,"STN09700",45
9725,-38,556061.8745,6808810.5725,7,171.188003540039,NA,NA,"STN09725",32
9750,-44,556049.7455,6808787.905,7,171.292495727539,184.223999023438,NA,"STN09750",29
9775,-44,556051.1865,6808791.4785,7,171.195007324219,181.75,NA,"STN09775",29
9800,-36,556042.1805,6808770.946,7,171.684997558594,181.723999023438,NA,"STN09800",33
9825,-26,556027.6115,6808739.888,7,171.505004882812,NA,NA,"STN09825",38
9850,-26,556010.4555,6808709.572,7,171.630004882812,NA,NA,"STN09850",38
9875,-28,556008.3275,6808701.0365,7,171.610000610352,NA,NA,"STN09875",37
9900,-20,555998.6505,6808681.387,7,171.610504150391,NA,NA,"STN09900",41
9925,-18,555996.5295,6808656.397,7,171.442169189453,NA,NA,"STN09925",42
9950,-16,555994.409,6808631.407,7,171.100997924805,190.105392456055,NA,"STN09950",43
9975,-12,555990.2885,6808606.4275,7,171.423004150391,NA,NA,"STN09975",45
10000,-22,555989.1975,6808571.4235,7,171.115005493164,173.084197998047,NA,"STN10000",39
10025,-40,555990.8815,6808542.119,7,171.384002685547,186.065994262695,NA,"STN10025",31
10050,-40,555990.8795,6808541.6475,7,171.391006469727,181.13200378418,NA,"STN10050",30
10075,-34,555984.759,6808516.678,7,170.804000854492,182.309005737305,NA,"STN10075",34
10100,-36,555987.736,6808512.4055,7,171.063339233398,NA,NA,"STN10100",33
10125,-10,555978.5355,6808481.0355,7,170.837493896484,183.370864868164,NA,"STN10125",46
10150,4,555984.4085,6808452.994,7,171.45133972168,184.703826904297,NA,"STN10150",51
10175,8,556002.204,6808433.9205,7,170.873336791992,189.287506103516,NA,"STN10175",55
10200,4,556028.465,6808431.8525,7,170.845001220703,180.559997558594,NA,"STN10200",53
10225,6,556053.4545,6808429.7315,7,170.726669311523,190.585006713867,170.740005493164,"STN10225",54
10250,6,556078.454,6808429.6105,7,170.845001220703,180.672225952148,NA,"STN10250",54
10275,-4,556103.504,6808439.4895,7,170.679992675781,181.904998779297,170.729995727539,"STN10275",47
10300,-8,556128.3595,6808442.8885,7,171.33332824707,NA,NA,"STN10300",47
10325,-61,556200.97,6808421.559,7,170.925003051758,183.860992431641,NA,"STN10325",18
10350,-70,556209.8485,6808396.5145,7,170.928329467773,194.175003051758,NA,"STN10350",16
10375,-67,556206.7275,6808371.53,7,171.009994506836,179.490005493164,NA,"STN10375",15
10400,-66,556205.6065,6808346.535,7,170.835006713867,185.839996337891,170.839996337891,"STN10400",17
10425,-64,556204.235,6808326.8235,7,171.123336791992,187.979995727539,NA,"STN10425",19
10450,-75,556206.0725,6808349.919,7,170.850006103516,179.039993286133,NA,"STN10450",12
10475,-45,556203.882,6808296.857,7,170.910003662109,171.149993896484,NA,"STN10475",27
10500,-30,556197.8835,6808262.599,7,170.882507324219,184.24333190918,NA,"STN10500",33
10525,-24,556196.5305,6808252.302,7,170.820007324219,NA,NA,"STN10525",36
10550,10,556180.268,6808213.0855,7,171.009994506836,186.270004272461,NA,"STN10550",56
10575,13,556177.452,6808196.69,7,170.949996948242,180.005828857422,171.940002441406,"STN10575",56
10600,8,556172.58,6808177.8755,7,170.949996948242,172.733337402344,NA,"STN10600",55
10625,8,556160.1265,6808153.1065,7,171.052001953125,182.57666015625,NA,"STN10625",55
10650,14,556148.437,6808134.011,7,170.982498168945,NA,NA,"STN10650",58
10675,0,556149.023,6808108.737,7,171.427139282227,NA,NA,"STN10675",51
10700,-6,556136.8945,6808086.069,7,171.403335571289,186.889999389648,NA,"STN10700",48
10725,-4,556120.9755,6808068.5025,7,171.328338623047,NA,NA,"STN10725",49
10750,-8,556119.0635,6808048.098,7,171.115997314453,180.934997558594,NA,"STN10750",47
10775,-4,556105.797,6808023.625,7,171.061996459961,180.87272644043,NA,"STN10775",49
10800,-12,556095.234,6807999.574,7,171.110000610352,185.761108398438,NA,"STN10800",45
10825,-10,556077.1295,6807982.218,7,171.035003662109,NA,NA,"STN10825",46
10850,6,556048.6905,6807982.675,7,171.128326416016,176.659088134766,NA,"STN10850",54
10875,0,556028.9205,6807968.343,7,170.782501220703,172.259994506836,170.690002441406,"STN10875",50
10900,-4,556013.7245,6807950.53,7,170.960006713867,186.648330688477,NA,"STN10900",48
10925,4,555991.138,6807937.1575,7,170.941665649414,179.795837402344,NA,"STN10925",53
10950,-4,555978.1905,6807915.6655,7,170.929992675781,186.321670532227,NA,"STN10950",48
10975,-9,555953.775,6807904.0165,7,170.850006103516,NA,NA,"STN10975",44
11000,-17,555928.735,6807896.1375,7,170.883331298828,182.371673583984,NA,"STN11000",40
11025,-21,555903.715,6807892.258,7,170.967498779297,181.622863769531,NA,"STN11025",37
11050,-22,555878.7105,6807891.3785,7,170.919998168945,187.572006225586,NA,"STN11050",37
11075,-19,555853.726,6807894.4995,7,170.873336791992,NA,170.820007324219,"STN11075",40
11100,-22,555828.711,6807891.62,7,170.699996948242,NA,NA,"STN11100",40
11125,-20,555803.7215,6807893.7405,7,170.822494506836,182.039993286133,170.729995727539,"STN11125",40
11150,-27,555778.687,6807886.861,7,170.830001831055,174.478332519531,NA,"STN11150",36
11175,-33,555753.657,6807880.981,7,170.869995117188,172.792007446289,NA,"STN11175",32
11200,-44,555728.6025,6807870.1015,7,171.070007324219,185.794448852539,NA,"STN11200",28
11225,-46,555703.593,6807868.222,7,170.936660766602,186.714279174805,NA,"STN11225",28
11250,-37,555678.638,6807877.342,7,170.913330078125,182.199996948242,NA,"STN11250",31
11275,-32,555646.286,6807886.92,7,170.783340454102,186.32666015625,NA,"STN11275",35
11300,-34,555610.382,6807907.9615,7,170.866668701172,180.300003051758,NA,"STN11300",34
11325,-34,555608.16,6807909.65,7,170.886672973633,185.869232177734,NA,"STN11325",34
11350,-24,555592.761,6807921.531,7,170.779998779297,177.95166015625,NA,"STN11350",39
11375,-8,555566.624,6807943.4535,7,171.240005493164,185.004165649414,NA,"STN11375",47
11400,-16,555539.66,6807954.578,7,171.490005493164,NA,NA,"STN11400",43
11425,-30,555555.044,6807944.7025,7,171.455993652344,NA,NA,"STN11425",36
11450,38,555488.312,6807969.668,7,171.223999023438,185.605560302734,NA,"STN11450",70
11475,-74,555588.3975,6807926.7495,7,171.026672363281,172.663330078125,NA,"STN11475",14
11500,46,555468.278,6807902.35,7,171.1875,185.630004882812,NA,"STN11500",74
11525,42,555472.158,6807877.33,7,171.406661987305,187.839996337891,NA,"STN11525",72
11550,40,555474.038,6807852.32,7,171.351425170898,190.83332824707,NA,"STN11550",71
11575,34,555483.511,6807820.478,7,171.289993286133,181.636672973633,NA,"STN11575",68
11600,48,555491.2985,6807775.6785,7,171.259994506836,178.012496948242,NA,"STN11600",75
11625,60,555498.68,6807748.951,7,171.050003051758,180.602493286133,NA,"STN11625",81
11650,46,555525.6655,6807739.3055,7,170.940002441406,NA,NA,"STN11650",74
11675,30,555554.1585,6807730.974,7,171.056671142578,NA,NA,"STN11675",66
11700,2,555593.97,6807733.909,7,171.147506713867,196.490005493164,NA,"STN11700",52
11725,6,555617.381,6807723.98,7,170.925003051758,NA,NA,"STN11725",NA
11750,24,555636.656,6807704.097,7,170.929992675781,189.300003051758,NA,"STN11750",63
11775,23,555643.7295,6807700.7815,7,171.020004272461,180.878326416016,NA,"STN11775",61
11800,22,555660.9125,6807682.595,7,170.897506713867,NA,NA,"STN11800",62
11825,-100,555769.3295,6807743.905,7,170.839996337891,NA,NA,"STN11825",1
11850,2,555708.8505,6807658.047,7,171.08332824707,NA,NA,"STN11850",52
11875,-12,555735.8355,6807648.401,7,171.225006103516,176.625,NA,"STN11875",45
11900,-24,555761.3125,6807637.441,7,170.850006103516,NA,NA,"STN11900",39
11925,-24,555777.7415,6807618.597,7,171.235000610352,NA,NA,"STN11925",39
11950,60,555728.826,6807546.375,7,171.600006103516,NA,NA,"STN11950",81
11975,54,555770.4425,6807629.3635,7,170.875,185.447494506836,NA,"STN11975",78
12000,-20,555763.6605,6807552.722,7,171.449996948242,NA,NA,"STN12000",41
12025,-8,555735.477,6807544.529,7,171.527496337891,NA,NA,"STN12025",47
12050,2,555709.543,6807544.674,7,171.446670532227,NA,NA,"STN12050",52
12075,-7,555695.3005,6807526.5995,7,171.639999389648,185.029998779297,NA,"STN12075",45
12100,-14,555675.6155,6807504.9065,7,171.539993286133,189.490005493164,NA,"STN12100",44
12125,-4,555647.676,6807510.4,7,171.440002441406,NA,NA,"STN12125",49
12150,-4,555622.6765,6807510.52,7,171.259994506836,171.470001220703,NA,"STN12150",49
12175,-4,555597.677,6807510.64,7,171.070007324219,190.048004150391,NA,"STN12175",49
12200,-2,555572.687,6807512.76,7,171.27799987793,184.255004882812,NA,"STN12200",50
12225,0,555547.697,6807514.88,7,171.134994506836,185.865997314453,NA,"STN12225",51
12250,10,555522.7475,6807525,7,170.774993896484,170.910003662109,NA,"STN12250",56
12275,10,555497.748,6807525.12,7,170.75,171.362503051758,NA,"STN12275",56
12300,8,555472.738,6807523.24,7,170.742004394531,NA,NA,"STN12300",55
12325,6,555447.3285,6807510.9435,7,170.758331298828,NA,NA,"STN12325",54
12350,16,555422.6745,6807499.372,7,170.977493286133,NA,NA,"STN12350",59
12375,18,555404.5715,6807482.0145,7,170.835006713867,NA,NA,"STN12375",60
12400,6,555400.894,6807450.8945,7,170.887496948242,182.130004882812,NA,"STN12400",54
12425,8,555392.5885,6807429.1325,7,170.75,NA,NA,"STN12425",53
12450,-1,555389.2365,6807405.569,7,170.649993896484,180.014007568359,NA,"STN12450",48
12475,-10,555388.1005,6807383.476,7,170.645004272461,NA,NA,"STN12475",45
12500,-13,555389.2165,6807360.777,7,170.676666259766,NA,NA,"STN12500",42
12525,-16,555392.097,6807335.762,7,170.850006103516,186.460006713867,NA,"STN12525",40
12550,-22,555397.9775,6807310.732,7,170.745712280273,181.017501831055,NA,"STN12550",37
12575,-28,555403.858,6807285.7025,7,170.747497558594,180.35400390625,NA,"STN12575",37
12600,-32,555407.738,6807260.683,7,170.503326416016,NA,NA,"STN12600",34
12625,-32,555407.6185,6807235.683,7,170.822494506836,177.278747558594,NA,"STN12625",35
12650,-28,555403.499,6807210.7035,7,170.710006713867,186.705001831055,NA,"STN12650",37
12675,-26,555401.3795,6807185.714,7,170.664993286133,NA,NA,"STN12675",38
12700,-22,555397.26,6807160.734,7,170.910003662109,184.277328491211,NA,"STN12700",37
12725,0,555375.1405,6807135.844,7,171.089996337891,NA,NA,"STN12725",51
12750,8,555367.021,6807110.8845,7,171,179.080001831055,NA,"STN12750",55
12775,24,555350.901,6807085.965,7,170.740005493164,NA,NA,"STN12775",63
12800,20,555353.155,6807064.8275,7,171.111999511719,184.270004272461,NA,"STN12800",61
12825,-8,555368.621,6807035.135,7,171.169998168945,173.470001220703,NA,"STN12825",47
12850,-14,555364.2745,6807015.7865,7,171.233337402344,NA,NA,"STN12850",44
12875,-14,555357.9695,6806993.7465,7,171.264999389648,182.857772827148,NA,"STN12875",44
12900,10,555325.6485,6806983.257,7,171.339996337891,183.071105957031,NA,"STN12900",56
12925,12,555310.6785,6806958.0775,7,171.183334350586,178.116668701172,NA,"STN12925",57
12950,4,555315.979,6806931.577,7,171.125,189.284286499023,NA,"STN12950",53
12975,18,555300.0585,6806910.64,7,171.080001831055,172.160003662109,NA,"STN12975",59
13000,6,555302.8,6806890.312,7,171.119995117188,NA,NA,"STN13000",54
13025,-6,555301.514,6806864.049,7,170.970001220703,NA,NA,"STN13025",48
13050,-18,555310.4585,6806841.823,7,171.149993896484,174.858001708984,NA,"STN13050",41
13075,0,555292.339,6806816.9135,7,170.755004882812,185.783340454102,NA,"STN13075",51
13100,8,555284.2195,6806791.954,7,170.179992675781,184.183334350586,NA,"STN13100",53
13125,6,555279.81,6806773.57,7,170.856674194336,NA,NA,"STN13125",54
13150,2,555269.1275,6806751.0115,7,170.774993896484,NA,NA,"STN13150",52
13175,6,555258.4025,6806727.665,7,170.679992675781,NA,NA,"STN13175",54
13200,0,555255.61,6806705.75,7,171.014999389648,NA,NA,"STN13200",51
13225,-2,555238.2345,6806689.1745,7,170.697494506836,187.660003662109,NA,"STN13225",50
13250,-10,555218.7415,6806672.7835,7,170.550003051758,183.346664428711,NA,"STN13250",46
13275,-12,555205.656,6806662.102,7,170.389999389648,NA,NA,"STN13275",45
13300,-10,555179.6895,6806648.1685,7,170.654998779297,NA,NA,"STN13300",46
13325,-10,555153.461,6806645.0295,7,170.466659545898,188.429992675781,NA,"STN13325",46
13350,-16,555128.431,6806639.1485,7,170.501663208008,NA,NA,"STN13350",43
13375,-8,555108.1835,6806643.6825,7,170.304992675781,NA,NA,"STN13375",47
13400,-2,555087.866,6806636.4455,7,170.369995117188,NA,NA,"STN13400",50
13425,11,555064.695,6806637.4445,7,170.223327636719,185.296661376953,NA,"STN13425",55
13450,12,555038.3915,6806627.9195,7,170.066665649414,NA,NA,"STN13450",57
13475,7,555022.6025,6806606.2515,7,169.985000610352,NA,169.875,"STN13475",53
13500,-2,555022.2925,6806579.779,7,170.029998779297,189.233337402344,NA,"STN13500",50
13525,-7,555032.879,6806561.3845,7,170.645004272461,186.32666015625,NA,"STN13525",46
13550,-8,555047.294,6806541.797,7,170.236663818359,NA,NA,"STN13550",47
13575,-45,555092.0755,6806514.661,7,170.619995117188,NA,NA,"STN13575",26
13600,-44,555088.6925,6806521.122,7,170.619995117188,188.863998413086,NA,"STN13600",29
13625,-52,555110.3835,6806508.1045,7,170.303329467773,185.74333190918,NA,"STN13625",25
13650,-22,555104.1925,6806469.551,7,170.369995117188,NA,NA,"STN13650",40
13675,-7,555105.1575,6806435.611,7,170.009994506836,NA,NA,"STN13675",NA
13700,0,555096.9695,6806411.53,7,170.302001953125,179.729995727539,NA,"STN13700",51
13725,-4,555087.805,6806388.4815,7,170.404998779297,176.809997558594,NA,"STN13725",49
13750,-16,555090.8385,6806367.8,7,170.684997558594,180.537139892578,NA,"STN13750",43
13775,-4,555077.3605,6806345.414,7,170.046661376953,188.336669921875,NA,"STN13775",48
13800,-10,555083.2415,6806320.384,7,170.130004882812,182.179992675781,NA,"STN13800",45
13825,-6,555079.1225,6806295.404,7,170.279998779297,170.410003662109,NA,"STN13825",46
13850,-8,555081.0035,6806270.3945,7,170.113327026367,189.804443359375,170.085006713867,"STN13850",46
13875,-8,555086.6775,6806253.007,7,170.197494506836,170.339996337891,NA,"STN13875",44
13900,7,555087.7375,6806224.648,7,170.271667480469,183.007781982422,NA,"STN13900",52
13925,2,555097.9865,6806205.584,7,170.133331298828,176.690002441406,NA,"STN13925",52
13950,-20,555123.4235,6806196.899,7,170.645004272461,179.53125,NA,"STN13950",41
13975,-18,555137.846,6806171.454,7,170.516662597656,NA,NA,"STN13975",42
14000,-6,555131.266,6806140.451,7,169.943328857422,184.378753662109,NA,"STN14000",48
14025,-5,555119.4095,6806116.4315,7,170.169998168945,176.772003173828,NA,"STN14025",46
14050,-10,555112.6695,6806095.9645,7,170.490005493164,NA,NA,"STN14050",46
14075,4,555092.921,6806077.676,7,170.449996948242,177.10090637207,NA,"STN14075",53
14100,2,555084.6565,6806057.2475,7,170.442504882812,NA,NA,"STN14100",52
14125,10,555065.1685,6806037.7655,7,170.088745117188,189.906356811523,NA,"STN14125",56
14150,18,555053.7705,6806011.425,7,170.309997558594,NA,NA,"STN14150",60
14175,18,555055.2685,6805984.748,7,170.467498779297,183.117004394531,NA,"STN14175",60
14200,9,555076.002,6805959.6095,7,169.990005493164,178.643325805664,NA,"STN14200",54
14225,-2,555096.641,6805945.6555,7,169.925003051758,NA,169.869995117188,"STN14225",48
