distance,angle,east,nrth,code,east_2,nrth_2,grp
52100.000000000000000,221.502962108448486,536575.267,6792503.762,"5366792",536000.000000000000000,6792000.000000000000000,"2"
52125.000000000000000,221.502962108448486,536558.701,6792485.039,"5366792",536000.000000000000000,6792000.000000000000000,"2"
52150.000000000000000,221.502751915202339,536542.134,6792466.316,"5366792",536000.000000000000000,6792000.000000000000000,"2"
52175.000000000000000,221.502644017884478,536525.568,6792447.593,"5366792",536000.000000000000000,6792000.000000000000000,"2"
52200.000000000000000,221.502644017884478,536509.001,6792428.870,"5366792",536000.000000000000000,6792000.000000000000000,"2"
52225.000000000000000,180.181647961722661,536499.498,6792407.458,"5366792",536000.000000000000000,6792000.000000000000000,"2"
52250.000000000000000,180.181649550687922,536499.419,6792382.458,"5366792",536000.000000000000000,6792000.000000000000000,"2"
52275.000000000000000,180.181649550687922,536499.340,6792357.458,"5366792",536000.000000000000000,6792000.000000000000000,"2"
52300.000000000000000,180.181651139647528,536499.260,6792332.458,"5366792",536000.000000000000000,6792000.000000000000000,"2"
52325.000000000000000,180.181652728661788,536499.181,6792307.458,"5366792",536000.000000000000000,6792000.000000000000000,"2"
52350.000000000000000,138.861279239310761,536507.436,6792285.570,"5366792",536000.000000000000000,6792000.000000000000000,"2"
52375.000000000000000,138.861279239310761,536523.883,6792266.742,"5366792",536000.000000000000000,6792000.000000000000000,"2"
52400.000000000000000,138.861492625624180,536540.330,6792247.914,"5366792",536000.000000000000000,6792000.000000000000000,"2"
52425.000000000000000,138.861706001866395,536556.777,6792229.086,"5366792",536000.000000000000000,6792000.000000000000000,"2"
52450.000000000000000,138.861706001866395,536573.224,6792210.258,"5366792",536000.000000000000000,6792000.000000000000000,"2"
52475.000000000000000,138.862021678938277,536589.671,6792191.430,"5366792",536000.000000000000000,6792000.000000000000000,"2"
52500.000000000000000,138.862021678938277,536606.117,6792172.602,"5366792",536000.000000000000000,6792000.000000000000000,"2"
52525.000000000000000,138.862030494441569,536622.564,6792153.774,"5366792",536000.000000000000000,6792000.000000000000000,"2"
52550.000000000000000,180.182335599345663,536633.911,6792133.041,"5366792",536000.000000000000000,6792000.000000000000000,"2"
52575.000000000000000,180.182337194133510,536633.831,6792108.041,"5366792",536000.000000000000000,6792000.000000000000000,"2"
52600.000000000000000,180.182337194133510,536633.752,6792083.041,"5366792",536000.000000000000000,6792000.000000000000000,"2"
52625.000000000000000,221.502173951891649,536619.716,6792063.355,"5366792",536000.000000000000000,6792000.000000000000000,"2"
52650.000000000000000,221.501963733692691,536603.149,6792044.631,"5366792",536000.000000000000000,6792000.000000000000000,"2"
52675.000000000000000,221.501963733692691,536586.583,6792025.908,"5366792",536000.000000000000000,6792000.000000000000000,"2"
52700.000000000000000,270.182004501842641,536565.224,6792017.870,"5366792",536000.000000000000000,6792000.000000000000000,"2"
52725.000000000000000,270.181869830201549,536540.224,6792017.950,"5366792",536000.000000000000000,6792000.000000000000000,"2"
52750.000000000000000,318.861806720198160,536518.678,6792025.600,"5366792",536000.000000000000000,6792000.000000000000000,"2"
52775.000000000000000,318.861806720198160,536502.231,6792044.428,"5366792",536000.000000000000000,6792000.000000000000000,"2"
52800.000000000000000,270.181598900697509,536479.244,6792048.919,"5366792",536000.000000000000000,6792000.000000000000000,"2"
52825.000000000000000,318.861663228919781,536460.081,6792061.794,"5366792",536000.000000000000000,6792000.000000000000000,"2"
52850.000000000000000,318.861347556597366,536443.634,6792080.622,"5366792",536000.000000000000000,6792000.000000000000000,"2"
52875.000000000000000,318.861347556597366,536427.187,6792099.450,"5366792",536000.000000000000000,6792000.000000000000000,"2"
52900.000000000000000,318.861134163812892,536410.740,6792118.278,"5366792",536000.000000000000000,6792000.000000000000000,"2"
52925.000000000000000,318.861134163812892,536394.293,6792137.106,"5366792",536000.000000000000000,6792000.000000000000000,"2"
52950.000000000000000,318.860818497995865,536377.845,6792155.933,"5366792",536000.000000000000000,6792000.000000000000000,"2"
52975.000000000000000,270.180919217444796,536360.321,6792172.400,"5366792",536000.000000000000000,6792000.000000000000000,"2"
53000.000000000000000,270.180784554879835,536335.321,6792172.479,"5366792",536000.000000000000000,6792000.000000000000000,"2"
53025.000000000000000,270.180784554879835,536310.321,6792172.557,"5366792",536000.000000000000000,6792000.000000000000000,"2"
53050.000000000000000,270.180649886832555,536285.321,6792172.636,"5366792",536000.000000000000000,6792000.000000000000000,"2"
53075.000000000000000,221.500752189405262,536267.736,6792156.184,"5366792",536000.000000000000000,6792000.000000000000000,"2"
53100.000000000000000,270.180382135589014,536249.146,6792141.974,"5366792",536000.000000000000000,6792000.000000000000000,"2"
53125.000000000000000,221.500202728705915,536225.477,6792139.086,"5366792",536000.000000000000000,6792000.000000000000000,"2"
53150.000000000000000,221.500202728705915,536208.912,6792120.362,"5366792",536000.000000000000000,6792000.000000000000000,"2"
53175.000000000000000,180.180182498281766,536200.897,6792098.383,"5366792",536000.000000000000000,6792000.000000000000000,"2"
53200.000000000000000,180.180184074498300,536200.819,6792073.383,"5366792",536000.000000000000000,6792000.000000000000000,"2"
53225.000000000000000,221.500045960947176,536199.807,6792048.738,"5366792",536000.000000000000000,6792000.000000000000000,"2"
53250.000000000000000,221.500045960947176,536183.241,6792030.015,"5366792",536000.000000000000000,6792000.000000000000000,"2"
53275.000000000000000,180.180052554217582,536173.559,6792008.671,"5366792",536000.000000000000000,6792000.000000000000000,"2"
50375.000000000000000,221.509017312450908,537555.370,6792998.055,"5376792",537000.000000000000000,6792000.000000000000000,"2"
50400.000000000000000,221.509017312450908,537538.801,6792979.333,"5376792",537000.000000000000000,6792000.000000000000000,"2"
50425.000000000000000,270.186667379054541,537518.534,6792968.861,"5376792",537000.000000000000000,6792000.000000000000000,"2"
50450.000000000000000,221.508672566140632,537496.539,6792962.242,"5376792",537000.000000000000000,6792000.000000000000000,"2"
50475.000000000000000,221.508672566140632,537479.970,6792943.520,"5376792",537000.000000000000000,6792000.000000000000000,"2"
50500.000000000000000,221.508360155488589,537463.402,6792924.799,"5376792",537000.000000000000000,6792000.000000000000000,"2"
50525.000000000000000,221.508252335672040,537446.834,6792906.077,"5376792",537000.000000000000000,6792000.000000000000000,"2"
50550.000000000000000,221.508252335672040,537430.266,6792887.356,"5376792",537000.000000000000000,6792000.000000000000000,"2"
50575.000000000000000,221.508144483163164,537413.697,6792868.634,"5376792",537000.000000000000000,6792000.000000000000000,"2"
50600.000000000000000,221.508144483163164,537397.129,6792849.913,"5376792",537000.000000000000000,6792000.000000000000000,"2"
50625.000000000000000,221.507832091725675,537380.561,6792831.191,"5376792",537000.000000000000000,6792000.000000000000000,"2"
50650.000000000000000,221.507621951627868,537363.993,6792812.469,"5376792",537000.000000000000000,6792000.000000000000000,"2"
50675.000000000000000,221.507621951627868,537347.425,6792793.748,"5376792",537000.000000000000000,6792000.000000000000000,"2"
50700.000000000000000,221.507309552084877,537330.857,6792775.026,"5376792",537000.000000000000000,6792000.000000000000000,"2"
50725.000000000000000,221.507309552084877,537314.289,6792756.304,"5376792",537000.000000000000000,6792000.000000000000000,"2"
50750.000000000000000,221.507303972009652,537297.721,6792737.582,"5376792",537000.000000000000000,6792000.000000000000000,"2"
50775.000000000000000,221.506991565378854,537281.154,6792718.861,"5376792",537000.000000000000000,6792000.000000000000000,"2"
50800.000000000000000,221.506991565378854,537264.586,6792700.139,"5376792",537000.000000000000000,6792000.000000000000000,"2"
50825.000000000000000,221.506781413406941,537248.018,6792681.417,"5376792",537000.000000000000000,6792000.000000000000000,"2"
50850.000000000000000,221.506781413406941,537231.450,6792662.695,"5376792",537000.000000000000000,6792000.000000000000000,"2"
50875.000000000000000,180.185270729385564,537230.788,6792637.917,"5376792",537000.000000000000000,6792000.000000000000000,"2"
50900.000000000000000,221.506495784382764,537218.611,6792617.523,"5376792",537000.000000000000000,6792000.000000000000000,"2"
50925.000000000000000,221.506285626193716,537202.043,6792598.801,"5376792",537000.000000000000000,6792000.000000000000000,"2"
50950.000000000000000,221.506285626193716,537185.476,6792580.079,"5376792",537000.000000000000000,6792000.000000000000000,"2"
50975.000000000000000,221.506075487135945,537168.908,6792561.356,"5376792",537000.000000000000000,6792000.000000000000000,"2"
51000.000000000000000,221.506075487135945,537152.341,6792542.634,"5376792",537000.000000000000000,6792000.000000000000000,"2"
51025.000000000000000,180.184873256275949,537149.230,6792518.788,"5376792",537000.000000000000000,6792000.000000000000000,"2"
51050.000000000000000,180.184874873504867,537149.149,6792493.788,"5376792",537000.000000000000000,6792000.000000000000000,"2"
51075.000000000000000,221.505714310831706,537143.230,6792471.012,"5376792",537000.000000000000000,6792000.000000000000000,"2"
51100.000000000000000,221.505714310831706,537126.663,6792452.289,"5376792",537000.000000000000000,6792000.000000000000000,"2"
51125.000000000000000,221.505606443320147,537110.095,6792433.567,"5376792",537000.000000000000000,6792000.000000000000000,"2"
51150.000000000000000,221.505191702276392,537093.528,6792414.845,"5376792",537000.000000000000000,6792000.000000000000000,"2"
51175.000000000000000,221.505191702276392,537076.961,6792396.122,"5376792",537000.000000000000000,6792000.000000000000000,"2"
51200.000000000000000,270.184409233768804,537056.711,6792385.612,"5376792",537000.000000000000000,6792000.000000000000000,"2"
51225.000000000000000,270.184274574533390,537031.711,6792385.692,"5376792",537000.000000000000000,6792000.000000000000000,"2"
51250.000000000000000,270.184139919080337,537006.711,6792385.772,"5376792",537000.000000000000000,6792000.000000000000000,"2"
49650.000000000000000,270.188944604290782,537984.289,6793182.767,"5376793",537000.000000000000000,6793000.000000000000000,"2"
49675.000000000000000,318.866155603736900,537960.608,6793185.739,"5376793",537000.000000000000000,6793000.000000000000000,"2"
49700.000000000000000,318.866155603736900,537944.163,6793204.569,"5376793",537000.000000000000000,6793000.000000000000000,"2"
49725.000000000000000,270.188673702329709,537923.312,6793213.744,"5376793",537000.000000000000000,6793000.000000000000000,"2"
49750.000000000000000,318.865705314639001,537902.013,6793221.936,"5376793",537000.000000000000000,6793000.000000000000000,"2"
49775.000000000000000,318.865705314639001,537885.567,6793240.766,"5376793",537000.000000000000000,6793000.000000000000000,"2"
49800.000000000000000,270.188402799811570,537862.334,6793244.720,"5376793",537000.000000000000000,6793000.000000000000000,"2"
49825.000000000000000,270.188268178535793,537837.334,6793244.802,"5376793",537000.000000000000000,6793000.000000000000000,"2"
49850.000000000000000,318.865324964089041,537817.712,6793256.671,"5376793",537000.000000000000000,6793000.000000000000000,"2"
49875.000000000000000,318.865324964089041,537801.267,6793275.500,"5376793",537000.000000000000000,6793000.000000000000000,"2"
49900.000000000000000,270.187997277775196,537776.357,6793275.779,"5376793",537000.000000000000000,6793000.000000000000000,"2"
49925.000000000000000,318.864772406710415,537759.116,6793292.867,"5376793",537000.000000000000000,6793000.000000000000000,"2"
49950.000000000000000,270.187726394207743,537740.378,6793306.673,"5376793",537000.000000000000000,6793000.000000000000000,"2"
49975.000000000000000,270.187591766443234,537715.378,6793306.755,"5376793",537000.000000000000000,6793000.000000000000000,"2"
50000.000000000000000,221.510547385129854,537691.249,6793304.896,"5376793",537000.000000000000000,6793000.000000000000000,"2"
50025.000000000000000,221.510547385129854,537674.680,6793286.175,"5376793",537000.000000000000000,6793000.000000000000000,"2"
50050.000000000000000,270.187324164557992,537654.199,6793276.179,"5376793",537000.000000000000000,6793000.000000000000000,"2"
50075.000000000000000,221.510100393460277,537632.417,6793269.084,"5376793",537000.000000000000000,6793000.000000000000000,"2"
50100.000000000000000,221.510100393460277,537615.848,6793250.363,"5376793",537000.000000000000000,6793000.000000000000000,"2"
50125.000000000000000,180.187124685030369,537611.520,6793226.980,"5376793",537000.000000000000000,6793000.000000000000000,"2"
50150.000000000000000,180.187126322517372,537611.439,6793201.981,"5376793",537000.000000000000000,6793000.000000000000000,"2"
50175.000000000000000,180.187127959804485,537611.357,6793176.981,"5376793",537000.000000000000000,6793000.000000000000000,"2"
